	ENV-COV-24-1822_S29.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.4725397313923806), ('Other', 0.39125466536760184), ('KP.3.1.1* (KP.3.1.1.X)', 0.07813786012359673), ('JN.1.18* (JN.1.18.X)', 0.05806745224229992)]
lineages	LB.1.3.4 JN.1.48.3 LF.9 JN.1.16 KP.3.1.1 LQ.3 JN.1.15 JN.1.18.6 MC.27 JN.1.61 MC.28 MC.12 JN.1.16.3 MC.1 MC.23 JN.1.11.2 KU.2.1 JN.1.52 MC.13 MC.10.2 MC.11 JN.1.25 LU.2 JN.1.63 JN.1.8.3 JN.1.8 JN.1.4.8 JN.1.45
abundances	0.38955942 0.20378702 0.14799448 0.11822867 0.07713578 0.05745210 0.00070200 0.00061535 0.00052882 0.00050647 0.00040904 0.00036724 0.00034845 0.00034845 0.00031652 0.00030891 0.00017771 0.00015644 0.00015565 0.00013196 0.00013075 0.00011359 0.00010495 0.00010280 0.00010222 0.00008616 0.00006576 0.00006299
resid	11.440509857606415
coverage	95.30147476841789
