	../variants/ENV-NIC-22-0223.tsv
summarized	[('Omicron', 0.4827238232655951), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.15987469416970584), ('XBB* (XBB.X)', 0.1142761204892329), ('EG.5* [Omicron (EG.5.X)]', 0.07847038041926378), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.06081355902647373), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.04200939557798969), ('Other', 0.03566684674297523), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 0.024461497157353778), ('XBB.2.3* (XBB.2.3.X)', 0.0007926301052450891), ('BA.2.86* (BA.2.86.X)', 0.0006616667955045731), ('KP.3* (KP.3.X)', 0.00024937684562044134)]
lineages	CP.8.1 XDV.1.2.1 BF.5.1 BQ.1.1 BQ.1.27 BQ.1.23 DW.1 DJ.1.1.1 BF.11.5 BF.7.4.2 DB.2 XBB.1.38 CR.1.2 DZ.2 BA.5.2.63 CK.1.2 DQ.1 CP.8 DY.3 BQ.1.24 BQ.1.9 BQ.1.2.3 XBB.2.11 XBB.1.3 XBB.9 XBB.4 XBB.6 XBB.3 XBB.8 XBB.2.8 XBB.2.5 BQ.1.13 XBB.2.7 XBB.2.4 CM.7 CM.4.1 BQ.1.3 BQ.1.26 BQ.1.6 DY.2 XBB.1.13 CP.1.3 BQ.1.1.40 BQ.1.2.1 BQ.1.1.18 BQ.1.1.26 BQ.1.1.69 BQ.1.1.16 BQ.1.1.72 BQ.1.1.14 BQ.1.1.51 XBB.1.43 BQ.1.1.24 BQ.1.1.9 BQ.1.1.13 BQ.1.1.22 BQ.1.1.76 BQ.1.1.56 BQ.1.1.21 BQ.1.2.2 BQ.1.15.2 BQ.1.15.1 BQ.1.33 XBB.1.7 XBB.1.8 XBB.1.18 XBB.1.4 XBB.1.28 XBB.1.5 XBB.1.15 XBB.1.10 XBB.3.5 CM.2.1 CM.7.1 CM.11 BQ.1.3.2 BQ.1.3.1 BQ.1.21 DY.1 CP.1.2 BQ.1.1.67 BZ.2 BU.1 BA.5.2.7 BA.5.2.34 BA.5.2.49 CD.1 BA.5.2.32 BA.5.2.45 BA.5.2.43 BF.7.19.1 CK.3 CK.1.1 CK.2.1 BA.5.2.13 BA.5.2.51 BA.5.2.60 CP.6 BF.21 BF.7.14 CK.1.3 BA.5.2.53 BA.5.2.61 BA.5.2.29 BA.5.2.50 CP.5 CP.1 CP.4 CE.1 XBE BA.5.1.32 XBB CM.1 CM.6 CM.5 BE.10 BQ.1 BA.5.1.18 CP.3 CP.2 BA.5.2.48 BA.5.2.42 BQ.1.10 BE.1.4.2 BE.1.4.3 DJ.1.2 BF.7.16.1 BF.5.5 BV.1 BA.5.2.25 XBB.1 BU.2 BA.5.2.14 BA.5.2.35 CY.1 CD.2 BA.5.2.58 BZ.1 BQ.1.19 BQ.1.5 BQ.1.12 BQ.1.2 XBB.2 CM.2 CM.3 CM.9 CM.5.1 CM.5.2 CM.4 CM.10 BE.9 BQ.1.11 BQ.1.7 BQ.1.20 BQ.1.14 BQ.1.31 BQ.1.15 BQ.1.1.74 BQ.1.1.47 XBB.1.5.26 DM.1 BQ.1.1.2 BQ.1.1.73 BQ.1.1.49 BQ.1.1.48 BQ.1.1.23 FA.2 FA.1 DR.1 FM.2 BQ.1.1.62 BQ.1.1.30 EE.3 EE.4 EE.1 EE.5 EE.2 BQ.1.1.12 FM.1 BQ.1.1.44 BQ.1.1.60 CW.1 BQ.1.1.63 EF.1 EF.3 EF.2 ER.1 BQ.1.1.34 BQ.1.1.20 BQ.1.1.64 BQ.1.1.70 BQ.1.1.42 BQ.1.1.25 BQ.1.1.57 BQ.1.1.55 BQ.1.1.65 BQ.1.1.29 EA.1 EA.2 CZ.1 XBB.1.5.28 XBB.1.5.14 XBB.1.5.31 XBB.1.5.55 XBB.1.5.18 XBB.1.5.2 XBB.1.5.30 XBB.1.5.62 XBB.1.5.12 CZ.2 XBB.1.5.36 XBB.1.5.40 XBB.1.5.95 XBB.1.5.104 XBB.1.5.4 XBB.1.5.63 XBB.1.5.66 XBB.1.5.73 XBB.1.24 XBB.1.17.2 FW.1 DT.1 DT.3 DT.2 BQ.1.8 CP.7 XBB.1.19 XBB.1.27 XBB.1.13.1 XBB.1.6 XBB.1.9 XBB.1.23 XBB.1.25 XBB.1.11.1 XBB.1.4.1 FW.2 FC.1 BQ.1.1.8 BQ.1.1.77 BF.7.5.1 BQ.1.1.17 BQ.1.1.66 BQ.1.1.1 BQ.1.1.32 CL.1.3 CL.1.2 CL.1.1 BF.7.14.4 DZ.1 BF.7.14.6 BF.7.14.2 BF.7.14.3 BF.7.14.7 XCB BF.5.4 CR.1.1 BQ.1.1.31 BQ.1.1.37 BQ.1.1.52 BQ.1.1.7 BQ.1.1.6 BQ.1.1.53 BQ.1.22 BQ.1.1.19 BQ.1.1.58 BQ.1.1.50 BQ.1.1.11 BQ.1.1.46 BQ.1.1.36 BQ.1.1.10 BQ.1.1.15 BQ.1.1.45 BQ.1.1.3 BQ.1.18 BQ.1.1.4 CR.1.3 CK.1.5 ED.2 XBB.3.1 XBB.1.32 XBB.1.2 XBB.1.5.23 XBB.1.5.43 XBB.1.5.24 XBB.1.5.110 XBB.3.3 XBB.8.2 CK.1.4 CM.6.1 XBJ BQ.1.26.1 BQ.1.26.2 BQ.1.13.1 BQ.1.10.1 ED.3 XBB.1.35 XBB.1.39 XBB.1.1 XBB.1.17 CK.1.1.1 CK.1.1.2 CP.1.1 DY.1.1 XBB.1.48 XBB.1.49 XBB.1.40 XBB.1.12 XBB.1.38.1 XBB.1.26 XBB.1.11 XBB.1.29 XBB.1.44 XBB.1.18.1 XBB.1.28.1 BA.5.2.54 BA.5.2.47 CF.1 BG.5 XAS BA.4.8 BA.2.77 XAH XAP BP.1 BA.2.76.2 BA.2.38.4 BA.2.38.1 BA.4 XAD XT BG.3 BA.4.1 BG.1 XAJ BA.2.38.3 BA.2.3.19 BA.2.3.18 BA.2.3.4 BA.2.3.14 BA.2.12.1 BA.2.82 BA.2.42 BA.2.22 BA.2.25.1 BA.2.44 BA.2.3.7 DD.1 BA.2.3.15 BA.2.79.1 BA.2.12.2 BA.2.74 BA.2.53 BA.2.9.4 BA.2.13.1 BA.4.1.1 BA.4.1.9 BA.4.1.4 BA.5.2 XAU DC.1 BA.4.6.3 BA.5.3.1 BA.5.3.2 BA.5.3.3 BA.5.1 XW BA.4.1.6 BJ.1 BG.2 BA.4.1.7 CS.1 BA.5.11 BE.1 BA.5.1.22 BA.5.5 BA.5.3 BA.4.6.1 BA.4.6.4 BA.4.4 XN BA.4.3 BA.4.6 BA.5 XAR XAT XAC BA.4.1.3 BA.4.7 BA.4.5 BA.4.1.2 BA.4.1.8 BA.4.1.10 BA.4.6.5 BA.2.3.21 BA.2.3.17 CK.2 BA.2.38 BA.2.10.1 BA.2.85 BA.2.17 BA.2.68 BA.2.73 BA.2.12 BA.2.57 BA.2.18 BA.2.10.3 BA.2.16 BA.2.87 BA.2.32 BA.2.26 BA.2.67 BA.2.55 BA.2.31.1 BA.2.10.2 BA.2.11 BA.2.3.12 BA.2.23 BA.2.56 BA.2.4 BA.2.65 BA.2.58 BA.2.10 BA.2.3 BA.2.24 BA.2.31 BA.2.28 BA.2.1 BA.2.29 BA.2.72 BA.2.50 BA.2.63 BA.2.62 BA.2.40 BA.2.14 BA.2.34 BA.2.71 BA.2.81 BA.2.78 BA.2.79 BA.2.76 BA.2.59 BA.2.23.1 BA.2.19 BA.2.15 BA.2.49 BA.2.52 BA.2.45 BA.2.9.3 BA.2.9.2 BA.2.13 BA.2.47 BA.2.46 BA.2.35 BA.2.3.1 BA.2.3.5 BA.2.3.16 BA.2.3.10 BA.2.25 BA.2.51 BA.2.6 BA.2.7 BA.2.9 BA.2.36 BA.2.69 BA.2.56.1 BA.2.40.1 BA.2.20 BA.2.43 BA.2.3.13 BA.2.3.2 BA.2.3.9 BA.2.3.11 BA.5.1.17 BA.5.1.24 BA.5.1.14 BF.20 BF.11.1 BF.7.4 BF.7.3 BF.7.22 BF.7.15 BF.35 BF.36 BF.15 BF.31.1 BA.5.2.59 BA.5.2.20 BA.5.2.16 BA.5.2.44 BA.5.2.12 BA.5.2.18 BA.5.2.57 BF.11.4 BF.19 BA.5.1.12 BE.1.1.1 BF.10 BF.27 BF.3 BF.38.2 BA.5.2.8 BE.13 BE.1.1.2 BE.1.2.1 DJ.1.3 BE.1.3 BE.1.4.1 XAV CU.1 BT.2 BT.1 DJ.1.1 BA.5.2.38 BA.5.2.11 BA.5.2.56 BA.5.2.37 BF.10.1 BF.3.1 BF.5 BA.5.2.40 BA.5.2.30 BA.5.2.46 BA.5.2.52 BA.5.2.41 BA.5.2.36 CR.1 CR.2 DA.1 CT.1 BA.5.2.3 CK.1 BV.2 BF.39.1 BF.7.11 BF.7.27 BF.7.9 BA.5.2.31 BA.5.2.19 BA.5.2.24 BA.5.2.27 BA.5.2.6 BA.5.2.62 BA.5.2.33 BA.2.3.20 BQ.2 BE.4.2 CL.1 BF.41.1 BF.11.3 BF.7.5 BF.7.2 BF.7.1 BF.7.20 BF.7.21 BF.41 BA.5.1.19 BA.5.1.1 BF.12 BF.8 BF.18 BF.6 BF.31 BF.4 BE.3 BF.39 BF.38 BA.5.2.4 BA.5.2.9 BA.5.7 BE.7 BE.6 BA.5.1.10 BA.5.1.25 BA.5.1.15 BA.5.1.11 BA.5.1.34 BA.5.1.23 BA.5.1.30 BA.5.1.2 BA.5.1.3 BA.5.2.1 BA.4.1.11 BA.5.9 BE.11 BE.4 BA.5.3.5 DH.1 BA.5.1.5 BA.5.1.16 BA.5.1.28 BE.8 BE.1.1 BF.7.23 BF.7.12 BA.5.2.26 BE.12 BE.1.4.4 XAN BA.5.1.21 BA.5.1.37 BF.11 BF.7.18 BE.2 BF.7.6 BF.7.7 BF.7.19 BF.7.10 BF.7.16 BF.7.24 BF.7.8 BF.38.1 BF.38.3 BF.28 BF.2 BE.5 BE.1.2 BE.1.4 BA.5.1.26 DE.1 DL.1 BA.5.1.29 BA.5.1.27 DJ.1 BK.1 BA.5.1.36 BF.17 BF.30 BF.14 BF.7 XBB.1.5.47 XBB.1.5.3 XBB.1.5.11 XBB.1.16.16 GK.10 GK.11 XDE XBB.1.16.14 XBB.1.16.7 XBB.1.16.9 XBB.1.16.8 XBB.1.16.5 GK.5 XBB.1.16.24 XBB.1.16.2 XBB.1.16.6 XBB.1.16.29 XBB.1.16.31 FU.2 FU.3 GK.9 GK.7 XBB.1.16.18 FL.15.2 XBB.1.16.12 XBB.1.16.22 XBB.1.16.1 XBB.1.16.4 FL.19.1 FL.15.4 FL.15.1 FL.20.1 GK.8 FL.20.2 FL.24.1 FL.1.7 EG.1.4.1 EG.6.1.2 JD.1.1.1 JD.1.2.2 EG.5.1 EG.6.1.1 XCY GK.2 EG.5.1.8 EG.5.1.17 EG.5.1.7 EG.5.1.19 EG.5.1.13 XCL GK.1 GK.12 JD.1.1.2 GK.3.1 GW.5.1.1 XBB.1.16.26 GY.3 GY.1 GY.8 GY.9 EG.5.1.11 EG.5.1.15 EG.5.1.2 FU.4 JD.1.1.6 JD.1.2.1 GK.3 GK.5.1 XBW XCJ XBB.1.16.25 XBB.1.16.32 GY.4 GY.2 GY.5 XBB.1.16.30 XDB FU.3.1 FU.5 XBB.1.16.11 XBB.1.16.3 FL.15.1.1 EV.1 FP.2.1.1 FW.1.1.1 XBV GN.1.2 HZ.1 GU.1 HR.1 FF.1 XBB.1.42.2 GW.5 HU.2 FY.5.3 FY.5.5.1 FY.5.4 FY.4.1.2 FY.4.1.1 FP.2.1.2 EG.12 XBB.1.16.17 FL.1.1 FY.5.5 FY.4.1 FL.30.1 FL.24 FL.4.11 FL.4.3 FL.1.2 FL.5.1 EG.10.1 FL.3.3 EG.4.2 EG.1.7 XBB.1.5.16 EG.1.6 EG.1.5 EG.1.2 FY.7 FY.2.1 FY.6.2 HL.1 FY.1.2.2 XBB.1.16 FL.15.3 FL.20 FL.1.8 EG.10.1.1 HL.2 XBB.1.5.70 FL.38 GW.5.2 GW.5.1 XBB.1.16.19 XBB.1.16.20 XBB.1.16.21 XBB.1.16.10 XBB.1.16.23 HU.1.1 JB.2.1 JD.1.1 GN.1.4 FL.10.2 FL.39.1 FL.18.1.1 FL.4.1.1 FL.4.7 FL.4.2 FL.1.4 FL.1.6 FL.1.3 FL.1.1.1 EG.2.3 EG.2.2 EG.5 EG.1.1 EG.6.1 GY.2.1 EG.5.1.18 HU.1 HV.1.7 HK.3.8 HK.3.12 HK.3.9 HK.3.13 JG.3.3 JG.3.2 HV.1.6 GK.1.10.1 HK.3.4 GK.1.8 GK.1.6.1 GK.2.1.1 JM.1 XDM HK.20.1 HK.8.1 HK.26 HK.3.10 HV.1.1 HK.23.1 XCR XCH GK.1.10 JM.2 JF.2 JF.3 HK.6 HK.20 HK.3.3 XDL HK.13.1 HK.13.2.1 HK.15 HK.9 HK.1.2 HK.3.2 HK.16 HK.14 HK.26.1 XDV.1 XDD.1 XDD.1.1 XDD.1.1.1 XDD.3 XDZ XDJ XDV XDV.1.4 JG.3.4 XDV.1.9 XDV.1.3 XDV.1.8 XDV.1.7 XDV.1.10 XDV.1.2 XDV.1.5 XDD.2 XDR.1 XDD XDS HV.2 HV.1.6.1 HV.1.9 XCV XDA.1 HK.22 HK.23.1.1 HK.3.11 JG.3.1 KL.1 XCH.1 KN.1 HK.3.2.1 KL.1.1 XDR XCS HV.1.2 EG.5.1.14 KE.3 JG.2 HV.1 GK.1.1 GK.1.4 GK.1.7 GK.1.6 GK.2.3 GY.1.1 JG.1 JF.1 XBB.1.16.28 KB.2 KB.3 HK.7 HK.28 HK.5 JG.4 EG.5.1.1 HV.1.8 GK.1.9 EG.5.1.12 EG.5.1.3 EG.5.1.6 XCZ JD.1.1.5 GK.1.3 GK.1.2 GK.2.2 EG.5.1.9 GK.4 XCD XBB.1.16.15 FU.2.1 JR.1 KB.4 KB.1 HK.23 HK.11 HK.4 HK.18 JF.4 JF.1.1 XDA HK.2.1 HK.32 HK.33 HK.24.1 HK.13.2 HK.2 HK.8 HK.3.7 HK.3.14 HK.3.1 JG.3 HV.1.10 HV.1.4 KE.1 KE.2 GK.2.1 GK.2.4 HK.29 HK.24 HK.17 HK.13 HK.12 HK.1 HK.30 HK.19 HK.31 HK.3 HV.1.3 HV.1.5 HV.1.11 XDF GK.1.1.1 FY.5.2 EG.1.4 XBB.1.5.72 FP.1 EF.1.1 EF.1.3 EF.1.2 BQ.1.1.39 EW.2 DU.1 BQ.1.1.78 DR.2 BQ.1.1.41 BQ.1.8.2 DG.1 XBB.1.19.2 GW.4 XBB.1.22.1 XBB.1.9.3 XBB.1.9.1 FP.2 DP.1 JH.1 XBB.8.1 XBB.1.5.65 XBB.1.5.96 XBB.1.5.48 XBB.1.5.78 XBB.1.5.74 XBB.1.5.20 XBB.1.5.76 XBB.1.5.37 XBB.1.5.77 XBB.6.1 XBB.1.5.49 XBB.1.5.15 XBB.1.5.61 XBB.1.5.19 XBB.1.5.80 GF.1 XBB.1.15.1 FP.4 GA.1 XBB.1.12.1 XBB.1.31 HT.2 FD.4 FD.5 XBB.1.5.42 HA.2 HA.1 XBB.1.5.58 XBB.1.34 JB.2 BQ.1.25.1 EF.1.1.1 XBZ BQ.1.1.75 EN.1.1 EW.3 ET.1 EH.1 XBB.1.5.106 XBB.1.5.60 FD.2 EK.4 XBB.1.24.3 XBB.1.5.108 EL.1 XBB.1.5.102 JK.1 XBB.1.5.68 GC.2 FZ.1.1 XBB.1.5.94 EU.1 FG.1 GG.1 XBB.1.5.5 XBB.1.5.46 FT.4 FT.3 XBB.1.5.83 XBB.1.5.84 XBB.1.5.88 XBB.1.5.91 BQ.1.10.3 BQ.1.25 ED.1 EN.1 BQ.1.1.38 ES.1 BQ.1.1.35 BQ.1.1.28 BQ.1.1.59 BQ.1.1.27 BQ.1.1.61 DK.1 BQ.1.1.79 BQ.1.8.1 BF.5.2 DB.3 DB.1 BQ.1.10.2 XBJ.1 XBJ.4 XBB.1.5.67 XBB.1.5.107 XBB.1.5.33 XBB.1.5.100 XBB.1.5.35 XBB.1.5.79 XBB.1.5.7 XBB.1.5.1 XBB.1.5.59 XBJ.3 XBB.1.5.86 XBB.1.5.45 XBB.3.2 XBB.2.10 XBB.2.3 CM.7.1.1 XBJ.2 CK.2.1.1 XBB.1.19.1 XBB.1.22 XBB.1.5.101 FG.2 FG.3 JZ.1 HY.1 XBB.1.5.38 EM.1 XBB.1.5.64 XBB.1.5.32 FZ.1 XBB.1.5.9 XBB.1.5.17 XBB.1.5.56 XBB.1.5.8 XBB.1.5.39 XBB.1.5.6 XBB.1.5.25 FZ.2 XBB.1.5.13 XBB.1.9.4 XBB.1.5.51 XBB.1.9.5 FP.3 FW.3 XBB.1.17.1 XBB.1.24.1 GN.4 GN.3 XBB.1.5.69 XBB.1.5.21 HP.1 XBB.1.5.10 XBB.1.5.82 XBB.1.5.98 XBB.1.5.97 XBB.1.5.93 HS.1 GW.3 XBJ.1.1 XBB.1.22.3 FT.3.1.1 HM.1 HD.1 HS.1.1 EK.2.1 EU.1.1.1 EU.1.1.2 GB.1 FT.2 FL.37 XBB.1.5.53 XBB.1.5.41 FD.2.1 FD.4.1 FD.5.1 XBB.1.5.89 XBB.1.34.1 JD.1 GN.2 GN.1 FW.1.1 FL.35.1 FL.32 FL.22 FL.9 FL.4.8 FL.3.2 FY.5 EG.2 EG.13 EG.8 EG.4 EG.10 EG.6 XBB.1.42 FP.2.1 HB.1 FQ.1 BQ.1.1.71 FL.4.10 FL.3.4 EG.11 EG.7 EG.4.5 EG.4.1 EG.4.3 EG.3 EG.1 XBB.1.42.1 GN.1.1 JD.1.2 HC.1 HD.1.1 EU.1.1.3 JB.1 FL.1 FL.4.9 GW.1 FL.4.1 FY.1.2 XCE FY.1.4 FY.4 FY.3.3 FY.3.2 FL.19 FL.15 FL.23.1 FL.14 FL.30 FL.11 FL.36 FL.10.3 FL.18.1 FL.21.1 FL.3.1 FL.33.1 XBB.1.9.2 FL.12 FL.33 FL.39 FL.18 FL.4 FL.5 FL.3 XBB.1.24.2 FL.40 XCG HP.1.1 XBB.1.5.44 HZ.3 EK.1 EK.2 KM.1 FL.10 FL.34 XBB.1.5.50 FL.23 FY.1 FY.9 FY.3 FY.8 FY.6 GD.2 XBB.1.9.6 FL.8 FL.35 FL.26 FL.6 FL.27 FL.7 FL.25 FL.21 FL.31 EU.1.1 HZ.2 BA.2 FT.1 FY.1.1 FY.5.1 XBB.1.22.2 BF.24 EY.1 BQ.1.30 XBB.1.34.2 GR.1 FD.3 GV.1 XBB.1.5.27 FY.2 FY.1.3 GD.1 XBB.1.5.85 GD.3 FT.3.1 EG.2.4 JN.5.1 BA.2.8 BA.5.6 XDC BA.5.1.7 XBB.2.7.1 XCT.1 XCT CM.12 BA.5.3.4 BA.5.8 BA.4.2 BA.2.27 FL.4.6 FY.6.1 XBB.1.5.99 BA.2.76.1 BA.5.12 FE.1 BG.4 FH.1 FL.4.5 MR.1 BF.1.1 BF.1 BA.2.60 XBB.1.31.1 XBB.1.21 BF.40 XDV.1.6 BF.7.14.1 JC.5 JC.5.1 BA.5.10 BF.33 BA.4.1.5 DY.4 BA.5.10.1 BF.26 CN.2 CN.1 BA.5.2.21 BF.37 BG.6
