	ENV_COV_24_2060_S1.tsv
summarized	[('LB.1* (LB.1.X)', 0.5922080696779897), ('BA.2.86* (BA.2.86.X)', 0.4067131934056914), ('Other', 0.0007022873581060291), ('Omicron', 0.0002130286696314481), ('JN.1.18* (JN.1.18.X)', 0.0001634760704637344)]
lineages	LB.1.3 JN.1.52 JN.1.54.1 JN.1.46 NL.3 LF.7.5 B.1.258.9 BA.2.86.7 LB.1.4.1 LQ.1 BF.11.3 KR.4 LF.9 KU.2.1 BA.5.6.2 LP.1.2.1 B.1.541
abundances	0.59203223 0.40549074 0.00042476 0.00024504 0.00023089 0.00020298 0.00019399 0.00018300 0.00017584 0.00016348 0.00015392 0.00013425 0.00012598 0.00010942 0.00005911 0.00004634 0.00002809
resid	16.25505924492486
coverage	75.89539511085844
