	ENV_COV_24_1752_S79.tsv
summarized	[('Other', 0.3841148942997541), ('JN.1.18* (JN.1.18.X)', 0.34965733750582934), ('BA.2.86* (BA.2.86.X)', 0.26613472274003686), ('Omicron', 9.299832368588748e-05)]
lineages	LB.1.3.4 LQ.3 JN.1.48.3 BA.2.86.6 LF.10 LF.2 JN.1.25.1 MD.1.2 KP.2.3.11 JN.1.63 KU.2.1 JN.1.65 BA.4.8 LQ.2 BA.2.21 MA.1
abundances	0.38344800 0.34957933 0.26494000 0.00049100 0.00034989 0.00023662 0.00022148 0.00019421 0.00012279 0.00011064 0.00006801 0.00006696 0.00006017 0.00004869 0.00003283 0.00002931
resid	6.322074393120538
coverage	91.6362906731766
