	ENV_COV_24_1939_S65.tsv
summarized	[('Other', 0.9980807251834926), ('BA.2.86* (BA.2.86.X)', 0.0006556869656679621), ('KP.3.1.1* (KP.3.1.1.X)', 0.0005743229720209827), ('KP.3* (KP.3.X)', 0.0005674461991908897), ('KP.2* (KP.2.X)', 0.0001218179878760994)]
lineages	MC.22 MC.23 KP.3.2.9 MC.8.1 JN.1.2.1 MC.17 MC.6 KP.3.1.6 MK.2 LW.1.2 XDR KP.4.2.5 KP.2.11 MC.28 BA.2.86.7 JN.1.42.1 JN.1.42 KP.2.3.11 MC.13 MC.13.2 MC.13.3 JN.1.4.8 LW.1 BA.2.86.5 XEP
abundances	0.51076900 0.48542076 0.00103093 0.00031377 0.00030750 0.00020950 0.00018636 0.00017303 0.00017303 0.00016236 0.00015500 0.00013589 0.00012182 0.00011187 0.00008101 0.00007729 0.00007729 0.00007573 0.00007419 0.00007419 0.00007419 0.00006261 0.00005902 0.00004999 0.00002366
resid	5.657424554943857
coverage	72.4709895328228
