	ENV-COV-24-1768_S66.tsv
summarized	[('Other', 0.38487939633494794), ('KP.3.1.1* (KP.3.1.1.X)', 0.37003203799480994), ('BA.2.86* (BA.2.86.X)', 0.19621141517772978), ('KP.3* (KP.3.X)', 0.04882264644331094), ('KP.2* (KP.2.X)', 5.561243578121493e-05), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 8.164367135550501e-07), ('Omicron', 2.6698802921944975e-07), ('Delta', 1.5979957865597142e-07), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 1.1792396249085812e-07), ('XBB.2.3* (XBB.2.3.X)', 1.071711293453089e-07), ('CH.1.1* [Omicron (CH.1.1.X)]', 1.0003833644661526e-07)]
lineages	LB.1.3.4 MC.11 LF.9.1 KP.3.4 MC.8 LF.5 KP.3.4.1 MC.22 MC.13 MC.23 KP.3.1.3 LV.2 KP.2.3.3 KP.2.3.2 KP.2.3.9 GN.1.4 B.1.478 B.1.1.481 JN.1.58.3 BA.2.86.6 JN.2.1 BA.5.1.38 AY.46.2 FL.2.3.1 GE.1.4 BE.13 GP.3
abundances	0.38469504 0.36964297 0.19589354 0.04863926 0.00029062 0.00025366 0.00011851 0.00010529 0.00009845 0.00006541 0.00006488 0.00006344 0.00003325 0.00002236 0.00001221 0.00000082 0.00000081 0.00000064 0.00000030 0.00000029 0.00000019 0.00000017 0.00000016 0.00000012 0.00000011 0.00000010 0.00000010
resid	10.201700470330028
coverage	85.74056114771093
