	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0649.tsv
summarized	[('Omicron', 0.9984389910268804)]
lineages	BA.1.1.17 BA.1.1.2 BA.1.1.18 BA.1.1.9 BA.1.1.7 BA.1.1.15 BA.1.1.8 BA.1.1.12 BA.1.1.11 BA.1.1.14 BA.1.2 BA.1.20 BA.1.17.2 BA.1.14.2 BA.1.1 BA.1.18 BA.1.17 BA.1.13 BA.1.14 BA.1.9 BA.1.6
abundances	0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471 0.04754471
resid	6.054071820213088
coverage	40.64809550881183
