	ENV_COV_24_1892_S63.tsv
summarized	[('LB.1* (LB.1.X)', 0.45229648742766543), ('BA.2.86* (BA.2.86.X)', 0.2657642295549051), ('KP.2* (KP.2.X)', 0.2623964343827863), ('Other', 0.019395919665812517), ('JN.1.18* (JN.1.18.X)', 7.805786091493135e-05), ('Omicron', 6.887047770772965e-05)]
lineages	LB.1.3 KP.2.5 JN.1.49.1 KP.1.1 JN.1.49.3 LB.1.3.3 LB.1.9 JN.1.58.2 KP.1.1.3 XDR.1 XEA MJ.1 NH.2 XDD.1.1.1 JN.1.18.2 B.1.1.139 LP.10 BA.2.10.4 LD.2 N.4
abundances	0.45161787 0.26239643 0.19701777 0.06821396 0.01878823 0.00036969 0.00030893 0.00027597 0.00016522 0.00013752 0.00009228 0.00009131 0.00008757 0.00007913 0.00007806 0.00007435 0.00007082 0.00006887 0.00004737 0.00001865
resid	12.707626282840089
coverage	97.63568872688359
