	ENV_COV_24_1905_S47.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5148928994735366), ('KP.2* (KP.2.X)', 0.3011057550667573), ('KP.3* (KP.3.X)', 0.09675797909518667), ('Other', 0.08724860718563787), ('Omicron', 2.793880131002551e-06), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.124995084516797e-06), ('XBB* (XBB.X)', 7.853206149038886e-07), ('CH.1.1* [Omicron (CH.1.1.X)]', 6.594447640803504e-07), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 4.415831272300838e-07), ('Delta', 4.110004923831827e-07), ('EG.5* [Omicron (EG.5.X)]', 3.691281041455288e-07), ('BA.2.75* [Omicron (BA.2.75.X)]', 3.474293646327009e-07), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 3.308327488231548e-07), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 2.308578507837114e-07), ('LB.1* (LB.1.X)', 1.5754670930959155e-07), ('Alpha', 1.4559221234266416e-07)]
lineages	KP.1 KP.1.2 JN.1.11.1 KP.3 KP.5 KP.2.20.1 KP.2.10 KP.2.20 KP.1.1 KP.2.24 KP.2.25 KP.2.1 KP.1.1.2 KP.1.1.5 KP.2 KP.2.15 MU.2 KP.2.25.2 KP.3.2.9 MU.1 LW.1.2 XES KP.3.3.1 JN.1.39.1 LD.1 JN.1.48.1 KP.2.3.3 KP.2.3.1 KP.2.3.5 KP.2.3.8 KP.2.3 KP.2.3.9 KP.2.3.10 KP.2.3.2 KP.2.3.6 NK.1 JN.1.49.3 MU.1.1 NS.2 KU.2.1 KP.3.2.3 LW.1 NQ.1 B.1.160 B.1.177.31 B.1.1.185 BF.42 XBB.2.9 XBB.1.5.50 GQ.1 BF.9 B.1.1.98 FB.1 NP.2 BA.2.40 FL.22 HT.1 HK.6 B.1.177.27 BL.1.2 FU.5 JN.1.2.1 C.5 AY.11 EG.14 KP.2.12 NU.1 BF.20 AY.3.3 LB.1.4.3 Q.3 LF.7.3.1 B.1.334 NS.1 MC.10.2
abundances	0.09637505 0.09637505 0.09637505 0.09637505 0.09637505 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.04293155 0.00029409 0.00028111 0.00019587 0.00015647 0.00015218 0.00014585 0.00013601 0.00010695 0.00010695 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00009745 0.00008598 0.00008088 0.00007385 0.00005194 0.00004030 0.00004030 0.00001954 0.00000217 0.00000210 0.00000129 0.00000089 0.00000079 0.00000070 0.00000066 0.00000064 0.00000060 0.00000054 0.00000054 0.00000054 0.00000044 0.00000042 0.00000037 0.00000037 0.00000035 0.00000033 0.00000032 0.00000030 0.00000024 0.00000023 0.00000022 0.00000021 0.00000018 0.00000017 0.00000016 0.00000015 0.00000014 0.00000014 0.00000012 0.00000011
resid	2.7946505730001627
coverage	44.289870581547
