	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0145.tsv
summarized	[('Delta', 0.6333554584161586), ('Omicron', 0.36127363752750363)]
lineages	AY.1 BA.2.19 BA.2.87 BA.2.16
abundances	0.63335546 0.12042455 0.12042455 0.12042455
resid	15.68640386713945
coverage	48.0687556432465
