	ENV-COV-24-1765_S64.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.509487310960393), ('KP.2* (KP.2.X)', 0.3819085370249045), ('KP.3* (KP.3.X)', 0.10849672041464614), ('JN.1.18* (JN.1.18.X)', 0.00010545988450541724), ('Other', 2.6255345872807435e-06), ('Omicron', 2.409931442503344e-06), ('Delta', 6.306469249495921e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 5.223948757777543e-07), ('XBB.2.3* (XBB.2.3.X)', 4.5871381091787943e-07), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 2.8668969008047445e-07), ('LB.1* (LB.1.X)', 2.4650789078712514e-07), ('EG.5* [Omicron (EG.5.X)]', 2.2389686743521525e-07), ('Gamma', 1.4339163077835057e-07), ('CH.1.1* [Omicron (CH.1.1.X)]', 1.2602700363947002e-07), ('BA.2.75* [Omicron (BA.2.75.X)]', 1.1050355017343741e-07), ('JN.1.7* (JN.1.7.X)', 1.0411117226887801e-07)]
lineages	JN.1.16.1 KP.2 KP.3.1 JN.1.48.3 JN.1.43 JN.1.51.1 KP.3.2.3 LR.1 KP.2.16 JN.1.52 LM.1 JN.1.63 LH.2 KP.2.3.2 KU.2 B.1.22 EF.1.3 JN.1.39.3 AY.46.6.1 HH.8 B.1.490 EB.1 BA.5.2.29 LF.2 XBB.1.5.72 FU.5 JN.1.43.1 LB.1.3 XEL HK.20 XBB.1.5.2 BA.2.87 BA.2.9.5 BF.7.5 P.1.3 B.1.177.27 CH.1.1.4 LZ.1 LF.5 KP.3.2.2 B.1.160.13 BA.2.82 BN.1.3.10 EF.1.2 KP.2.15.1 XDR B.1.254 JN.1.7.3 B.1.561
abundances	0.40511772 0.38154489 0.10819485 0.10238905 0.00059882 0.00054109 0.00030175 0.00025888 0.00025863 0.00020880 0.00016980 0.00012809 0.00010533 0.00010491 0.00007355 0.00000143 0.00000091 0.00000080 0.00000063 0.00000046 0.00000041 0.00000039 0.00000037 0.00000032 0.00000030 0.00000029 0.00000026 0.00000025 0.00000023 0.00000022 0.00000022 0.00000020 0.00000015 0.00000015 0.00000014 0.00000013 0.00000013 0.00000013 0.00000013 0.00000012 0.00000012 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000011 0.00000010 0.00000010
resid	8.43171188582837
coverage	94.48884727284887
