	../variants/ENV-NIC-22-0312.tsv
summarized	[('Omicron', 1.0000000685456993), ('Other', 7.148035491946582e-07), ('BA.2.86* (BA.2.86.X)', 1.9875585211935674e-07), ('Delta', 1.0911108021904525e-07)]
lineages	BA.4.8 BA.5.11 XAD BE.3 B.4.5 BA.5.2.9 BA.5.2.4 BA.5.2 JN.1.46 B.44 BQ.1.11 AY.117 B.1.302
abundances	0.51505313 0.48436662 0.00028988 0.00028917 0.00000043 0.00000036 0.00000036 0.00000036 0.00000020 0.00000019 0.00000018 0.00000011 0.00000010
resid	6.466726548886497
coverage	52.84754038056382
