	ENV-COV-24-1734_S45.tsv
summarized	[('KP.3* (KP.3.X)', 0.7317445893203501), ('BA.2.86* (BA.2.86.X)', 0.2677489759215829), ('Other', 0.0005063989860560191)]
lineages	KP.3.1.7 KP.3.1 KP.3 JN.1.45 JN.1.31 MU.4 KP.3.1.6 JN.1.1 KP.3.2.9 JN.1.58.1 JN.1.58 JN.1.63 XES
abundances	0.25845299 0.25845298 0.21457159 0.17486900 0.09255123 0.00033178 0.00026702 0.00014730 0.00013831 0.00007115 0.00007115 0.00003915 0.00003630
resid	5.811040627016221
coverage	78.75464000267532
