	../variants/ENV-NIC-23-0930.tsv
summarized	[('XBB* (XBB.X)', 0.5203299840814192), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.3259879753835458), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.06770631203968179), ('Other', 0.062876384887802), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 0.022799308757474716), ('Omicron', 0.00029999979778866565)]
lineages	JC.3 HS.1 XBB.1.5.28 FL.35.1 JB.2 XDB XBB.1.16.12 HY.1 XBB.1.8 XBB.1.16.17 GN.4 FU.5 BA.2.61 XBB.1.16.13 XBB.1.29 XBB.1.16.10 JC.2 BA.4.4 XBB.1.5.50
abundances	0.51975495 0.13211100 0.12787597 0.06770631 0.06529390 0.06287638 0.02203430 0.00040080 0.00030321 0.00028645 0.00020988 0.00018723 0.00017988 0.00015126 0.00014077 0.00014008 0.00013104 0.00012012 0.00009642
resid	14.770740098273246
coverage	95.49877938668361
