	../variants/ENV-COV-21-227.tsv
summarized	[('Omicron', 0.5816901401397808), ('BA.2.86* (BA.2.86.X)', 0.2711267602346488), ('KP.2* (KP.2.X)', 0.0443661971293063), ('Other', 0.03169014080664735), ('KP.3* (KP.3.X)', 0.02253521124028256), ('JN.1.18* (JN.1.18.X)', 0.01971830983524724), ('LB.1* (LB.1.X)', 0.01901408448398841), ('JN.1.7* (JN.1.7.X)', 0.009859154917623614)]
lineages	XDV.1.2.1 BF.7.9 CP.4 CE.1 BA.5.2.53 XBE BA.5.1.31 CL.1 XJ CM.1 CM.6 CM.5 BE.10 CC.1 BQ.1 BW.1 BF.9 BF.21 BF.13 BF.34 BF.22 CP.1 CP.5 BA.5.2.50 CR.2 BF.7.11 BF.7.17 BA.5.2.30 BA.5.2.46 BA.5.2.52 BA.5.2.37 BA.5.2.41 CR.1 DA.1 BA.5.2.29 CT.1 BA.5.2.3 CK.1 BV.2 CK.2 CF.1 BA.5.2.47 BA.5.2.54 BF.7.14 BF.7.19.1 BU.1 BQ.1.11 CM.3 CM.9 CM.5.1 CM.5.2 CM.4 CM.8 CM.10 BE.9 BQ.1.7 BA.5.1.32 BQ.1.20 BQ.1.14 BQ.1.31 BQ.1.15 BQ.1.2 BQ.1.12 BQ.1.5 BQ.1.19 CM.2 BA.5.1.18 BA.5.2.7 CK.1.1 BA.5.2.34 BA.5.2.49 CD.1 BA.5.2.32 BA.5.2.45 BZ.2 BA.5.2.43 CK.3 CK.2.1 CG.1 BA.5.2.13 BA.5.2.51 BA.5.2.60 CN.1 CP.6 CP.3 CP.2 BA.5.2.48 BF.7.27 BF.7.2 BE.1.4.2 BF.7.5 BE.1.4.1 BA.5.10 BF.19 BF.31.1 BF.11.4 BF.11.1 BF.1 BF.35 BF.24 BF.36 BF.20 BF.15 BF.29 BF.16 BF.25 BF.7.4 BF.7.3 BF.7.22 BF.7.15 BE.1.3 BE.1.2.1 BE.1.1.1 BF.40 BF.7.16 BF.7.24 BF.7.8 BF.7.23 BF.7.21 BF.7.20 BF.7.1 BF.37 BA.5.2.8 BE.1.1.2 BA.5.2.10 XAN BA.5.1.21 BA.5.1.9 BA.5.1.37 XAF XY BE.13 BF.32 BA.5.2.59 BA.5.2.20 BQ.2 EQ.1 CU.1 BT.2 BT.1 DJ.1.1 DJ.1.3 XE BA.2.3.20 BE.4.2 XAV BA.5.6.4 BA.5.10.1 BF.41.1 BF.11.3 BF.39.1 BF.10.1 BF.3.1 BF.5 EB.1 BA.5.2.23 BA.5.2.16 BA.5.2.36 BA.5.2.44 BA.5.2.12 BA.5.2.18 BA.5.2.57 BA.5.2.38 BA.5.2.11 BA.5.2.56 BA.5.2.55 BA.5.2.31 BA.5.2.33 BA.5.2.19 BA.5.2.22 BA.5.2.24 BA.5.2.27 BA.5.2.28 BA.5.2.21 BA.5.2.6 BA.5.2.62 BQ.1.10 BE.1.4.3 XDV.1.7.1 BQ.1.1.6 BW.1.1.2 BW.1.1.1 BF.11.2 XCB BF.5.4 BF.7.5.1 BF.7.14.4 BF.7.14.6 BF.7.14.2 BF.7.14.3 BF.7.14.1 BF.7.14.7 BA.5.2.39 CR.1.1 CR.1.3 DZ.1 CK.1.5 CK.1.4 CK.1.1.1 BQ.1.16 BQ.1.1.32 BQ.1.1.1 BQ.1.1.15 BQ.1.22 BQ.1.1.19 BQ.1.1.58 BQ.1.1.50 BQ.1.1.11 BQ.1.1.46 BQ.1.1.36 BQ.1.1.10 BQ.1.1.45 BQ.1.1.66 BQ.1.1.3 BQ.1.18 BQ.1.1.4 BQ.1.1.7 BQ.1.1.52 BQ.1.1.37 BQ.1.1.31 BQ.1.1.17 CK.1.1.2 CP.1.1 DY.1.1 BQ.1.1.29 BQ.1.1.60 BQ.1.1.20 BQ.1.1.70 BQ.1.1.42 BQ.1.1.25 BQ.1.1.57 BQ.1.1.55 BQ.1.1.65 BQ.1.1.64 ER.1 FM.1 FM.2 BQ.1.1.12 BQ.1.1.2 BQ.1.1.73 BQ.1.1.49 BQ.1.1.48 BQ.1.1.23 BQ.1.1.34 EF.2 CL.1.3 BQ.1.10.1 CL.1.2 CL.1.1 CM.6.1 CM.8.1.4 XBJ BQ.1.26.1 BQ.1.26.2 BQ.1.13.1 ED.3 EF.3 ED.2 BQ.1.1.77 BQ.1.1.68 BQ.1.1.8 FC.1 CW.1 BQ.1.1.63 EF.1 BQ.1.1.53 BQ.1.1.44 DF.1 BQ.1.1.47 CM.7 CM.12 CM.4.1 CM.8.1 BQ.1.3 BQ.1.26 BQ.1.17 BQ.1.13 BQ.1.9 BQ.1.24 BQ.1.1 BQ.1.27 BQ.1.23 DW.1 BW.1.1 BW.1.2 BF.11.5 BF.1.1 BF.5.1 XV DJ.1.2 DE.2 BA.5.2.35 BF.5.5 BF.7.4.3 BF.7.16.1 BV.1 BA.5.2.42 BA.5.2.25 BU.2 BA.5.2.14 CY.1 DY.4 CD.2 BA.5.2.58 BZ.1 CK.1.3 CN.2 CP.1.2 CP.1.3 DY.1 BF.42 BF.7.4.2 BF.7.4.1 BQ.1.1.51 BQ.1.2.1 BQ.1.1.18 BQ.1.1.26 BQ.1.1.69 BQ.1.1.16 BQ.1.1.72 BQ.1.1.14 BQ.1.1.40 BQ.1.1.24 BQ.1.15.2 BQ.1.1.9 BQ.1.1.13 BQ.1.1.22 BQ.1.1.76 BQ.1.1.56 BQ.1.1.21 BQ.1.1.74 BQ.1.1.67 BQ.1.2.2 BQ.1.15.1 BF.7.14.5 DY.3 DB.2 BU.3 CR.1.2 DZ.2 BA.5.2.63 CK.1.2 DQ.1 CP.8 DY.2 BQ.1.33 BA.5.1.38 DJ.1.1.1 CM.2.1 CM.7.1 CM.11 BQ.1.3.2 BQ.1.3.1 BQ.1.21 BF.7.10 BF.7.19 BF.7.7 BA.2.68 BA.2.69 BA.2.56.1 BA.2.54 BA.2.20 BA.2.43 BA.2.3.13 BA.2.3.2 BA.2.3.9 BA.2.3.11 BA.2.3.10 BA.2.3.16 BA.2.3.5 BA.2.3.1 BA.2.78 BA.2.79 BA.2.76 BA.2.59 BA.2.23.1 BA.2.19 BA.2.36 BA.2.9 BA.2.7 BA.2.26 BA.2.12 BA.2.57 BA.2.38 BA.2.64 BA.2.18 BA.2.16 BA.2.87 BA.2.32 BA.2.67 BA.2.6 BA.2.55 BA.2.31.1 BA.2.14 BA.2.34 BA.2.71 BA.2.52 BA.2.25 BA.2.51 BA.2.15 BA.2.81 BA.2.49 BA.2.79.1 BA.2.22 BA.2.25.1 BA.2.44 BA.2.60 BA.2.70 BA.2.3.4 BA.2.3.7 BA.2.3.15 BA.2.12.2 BA.2.42 BA.2.74 BA.2.80 BA.2.53 BA.2.9.4 BA.2.9.6 BA.2.13.1 BA.2.2.1 DD.1 BA.2.48 BA.2.82 BA.2.45 BA.2.83 BA.2.9.3 BA.2.9.2 BA.2.9.5 BA.2.13 BA.2.47 BA.2.2 XF BA.2.39 BA.2.35 BA.2.12.1 BA.2.3.12 BA.2.3.17 BA.2.3.18 BA.2.3.21 BA.2.3.14 BA.2.3.8 BA.2.3.6 BA.2.21 BA.2.73 BA.2.17 BF.7.6 BA.2.37 BA.1.17.2 BA.1.24 BA.1.22 BA.1.20 BA.1.1.1 BA.1.2 BA.1.23 BA.1.15 BA.1.8 BA.1.1.4 BA.1.1.14 BA.1.1.13 BA.1.1.6 BA.1.1.11 BA.1.1.12 BA.1.1.8 BA.1.1.15 BA.1.1.10 BA.1.1.7 BA.1.17.1 BA.1.14.2 BA.1.14.1 BA.1.9 BA.1 BA.3.1 BA.1.10 BA.1.7 BA.1.4 BA.1.6 BA.1.5 BA.1.21 BA.1.14 BA.1.3 BA.1.13 BA.1.16 BA.1.17 BA.1.18 BA.1.1 BA.1.19 BA.1.12 BA.1.21.1 BA.1.1.9 BA.1.1.2 BA.2 BA.2.63 BA.2.1 BA.2.29 XP BA.2.72 BA.2.8 BA.2.41 BA.2.30 BA.2.50 BA.2.62 BA.2.23 BA.2.28 BA.2.11 BA.2.33 BA.2.61 BA.2.10.3 BA.2.10.2 BA.2.10.1 BA.2.85 BA.2.31 BA.2.24 BA.1.16.2 BA.1.1.16 BD.1 BA.1.15.2 BA.1.15.1 BC.1 BC.2 BA.1.1.3 BA.1.1.17 BA.1.1.5 BA.1.16.1 BA.2.3 BA.1.15.3 BA.2.56 BA.2.4 BA.2.5 BA.2.65 BA.2.58 BA.2.27 BA.2.10 BA.2.3.19 BA.2.38.1 BA.2.38.3 XAS BA.5.2.4 BA.5.2.9 DH.1 BA.5.1.5 BA.5.1.16 BA.5.1.28 BA.5.1.11 BA.5.1.15 BA.5.1.6 BA.5.1.25 BA.5.1.10 BA.5.1.19 BA.5.1.1 BA.5.8 BA.5.7 BE.7 BE.6 BE.8 BE.3 BF.38 BF.39 BF.4 BE.4 BA.5.1.35 BA.5.1.23 BA.5.1.30 BA.5.1.2 BA.5.1.3 BA.4.1.11 BA.5.9 BE.11 BA.5.3.5 BF.41 BA.5.5.2 BA.5.5.1 BA.5.5.3 BF.12 BF.8 BF.18 BF.6 BF.31 BE.1.1 BE.2 BE.5 BA.5.6.3 BK.1 BA.5.1.36 BA.5.1.20 XH BE.12 BE.1.4.4 BA.5.6.2 BA.5.6.1 BF.11 DJ.1 BF.10 BF.27 BF.23 BF.3 BF.38.2 BF.7.12 BF.7.18 BF.7.26 BA.5.1.7 BA.5.1.27 BE.1.2 BF.38.1 BE.1.4 BF.17 BF.30 BF.14 BF.33 BF.2 BF.28 BF.38.3 BF.7 BA.5.1.29 BF.26 BA.5.2.2 BA.5.2.26 BA.5.1.33 BA.5.1.26 BA.5.1.8 DE.1 DL.1 BA.5.1.34 BA.5.1.12 BA.5.1.14 XAA BA.4.1.1 BA.4.1.5 BA.4.1.9 BA.4.1.4 BA.4.1.6 BA.4.2 BA.4.4 XG XAB XAJ XAG XN XQ BA.2.9.7 BG.4 BA.4.3 BA.4.6 BA.5 BH.1 BG.1 XAR BA.4 BA.4.8 BA.1.1.18 XAH XAP XAK BP.1 BG.5 BA.2.38.4 XZ BG.6 XAD XT BA.2.10.4 BG.3 BA.2.38.2 BA.4.1 XAE BS.1 XU XR BA.5.1.24 BG.2 BA.5.3.4 BA.5.3.2 BA.5.3.3 XAZ BA.5.2 BA.5.1 XW BJ.1 BA.4.1.7 BA.4.6.3 CS.1 BA.4.6.2 BA.5.11 BE.1 BA.5.6 BA.5.2.1 BA.5.1.22 BA.5.1.17 BA.5.3.1 DC.1 XAT BG.7 XAC BA.4.1.3 BA.4.7 BA.4.5 XAM XS BS.1.1 BS.1.2 BA.4.1.2 XAU BA.4.1.8 BA.4.1.10 BA.4.6.5 BA.4.6.4 BA.4.6.1 BA.5.3 BA.5.5 XL FA.2 FA.1 DM.1 LF.4.1 KP.2.22 KP.2.7 KP.2.11 KP.4.2 KP.1.1.3 KP.1.1.2 KP.1.1.5 MD.3.1 LZ.2.1 KR.4.1 KR.1.2 KR.1.4 KR.1.1 XDP.1 MJ.2.1.1 LF.8.1.1 KW.1.1 ME.1 LD.1 KP.2.6 KP.2.16 KP.2.5 KP.2.27 LF.3.1.2 MB.1.1 MT.1.1 KP.4.1 KP.3.4 KP.3.2 KP.3.7 KP.2.23 KP.2.8 KP.2.4 KP.2.24 KP.2.12 KP.2.25 KP.2.1 KP.2.18 KP.2.9 XEE KP.2.3 JN.1.48.3 LF.1.1.1 LF.3.1.1 MD.3.1.2 LP.5 LP.9 KP.1.1.6 KP.1.1.1 KP.1.1.4 MU.4 MU.5 KP.2.14 MD.3.1.1 LP.1 MD.3.1.3 MD.3.1.4 LZ.1 LZ.2.1.1 LZ.2.1.2 XCK JN.1.65.1 MJ.1.1 LP.7 KP.4.2.2 MA.1.1 KP.3.2.1 MB.1.1.2 MB.1.1.3 MB.1.1.1 KP.4.1.3 KP.4.1.1 KP.3.4.1 KP.3.2.2 KP.3.2.4 KP.2.25.3 KP.2.2 KP.2.26 KP.2.3.9 KP.2.3.10 KP.2.3.8 KP.2.15.1 KP.2.6.1 KP.2.13 KP.2.17 LF.1.1 LB.1.3.1 JN.1.23 LB.1.4.3 XDP.3 JN.1.66 KW.1 JN.1.50 LU.2.1 LU.2.2 LE.1.3 LL.1 KV.1 KV.2 NU.1 LN.1.1 KS.1 KS.2 LB.1.7.3 LB.1.7.2 LB.1.5 LB.1.4.1 LB.1.3.3 XCD KR.3 JN.1.1.8 MB.1 JN.1.7.9 LK.2 JN.1.13.1 JN.1.39.1 LB.1.7 LB.1.9 LB.1.10 LB.1.3.2 NF.1 KZ.1.1 KP.5 KP.6 KP.4 KP.3 KP.1 KP.2 LQ.1.1 MN.1 MH.1 LB.1.3.4 XER JN.1.7.6 LF.8.1 KW.1.2 JN.1.50.2 JN.1.50.1 LM.1 JN.1.59.1 KU.2.2 KU.2.1 LK.2.1 XDP.2 JN.1.7.8 JN.1.48.1 KS.1.3 KS.1.2 KS.1.1 MZ.1 LB.1.7.1 XEF MJ.1 KR.1 LF.3.1 KP.2.20 MA.1 MT.1 NF.1.1 KP.3.5 KP.3.6 KP.3.3 KP.1.2 KP.2.10 KP.2.15 KR.4 KP.1.1 LH.1 LH.2 MD.1.1.1 LZ.2 KR.5 KZ.1.1.1 LT.1 ND.1 ND.2 ND.3 KW.1.1.1 XDK.2 XDK.5 XDK.6 XEJ.1 NT.1 LF.7.1.3 LF.7.3.1 LW.1.1 LW.1.2 NV.1 KP.3.2.7 KP.3.3.5 NN.1.1 MW.1 NH.4 LP.8 MG.3 XDR XDK.4.1 XDK.3 XEN MU.2.1 KP.2.3.14 LF.7.2.1 LF.7.4 LF.7.6.1 KP.3.3.1 MR.1 NP.2 NJ.1 NG.1 NN.1 MU.1 NN.2 KP.2.3.4 KP.2.2.1 KP.4.2.5 LP.1.2 LP.11 MG.2 MG.1 XDK.1 MF.1 NP.1 XDV.1.11 XEG XDR.1.2 XDR.1.1 XDZ XDV XDV.1 XDV.1.4 XDV.1.3 XDV.1.9 NQ.1 XDV.1.8 XDV.1.7 XDV.1.5 XDV.1.1 XDV.1.10 XDV.1.2 XDV.1.6 XDV.1.9.1 XDU XDR.1 NM.2 XEM NH.3 LP.1.2.1 LP.8.1 XET MU.1.1 MU.2.1.1 XDK.1.2 XDK.1.1 NM.1 XDS NH.2 LP.10.1.1 LP.8.1.1 LP.8.1.2 LP.8.2 NC.1.2 NH.1 LP.8.2.1 LF.7.1.2 LF.7.1.1 XEJ.3 KP.4.2.3 KP.2.3.3 KP.2.3.15 KP.2.3.6 KP.2.3.13 KP.2.3.2 KP.2.3.7 KP.2.6.3 KP.2.2.2 KP.4.2.1 NK.1 LP.2 LP.3 LP.6 MG.4 LZ.1.1 XDK KR.1.3 MF.2 KP.2.3.1 KP.2.20.1 ND.2.1 MA.1.1.1 LU.2.1.1 XED NC.1 NL.5 NL.4 NL.1 NL.6 LF.7 NA.1 MU.3 MV.2 MV.1 KP.4.1.2 XEH KP.3.2.3 KP.3.2.5 KP.3.3.4 KP.3.3.3 ND.1.1 LG.1 XEJ.2 LP.10.1 KP.2.25.1 KP.2.3.5 KP.2.3.11 KP.2.3.12 KP.2.6.2 KP.2.19 KP.4.2.4 LP.1.1 LP.10 ML.2 LP.4 NE.1 MU.2 XDK.4 ND.1.1.2 ND.1.1.1 MQ.2 NL.2 KP.3.3.2 ML.1 LE.1.3.1 LF.7.2 MQ.1 LD.2 NC.1.1 KS.1.1.1 NL.3 NL.7 XEJ LF.7.1 LF.7.5 XES LF.7.3 LF.7.6 NA.1.1 MV.1.1 LW.1 KP.3.2.9 KP.3.2.8 KP.3.2.6 JN.1.57.1 LU.2 BQ.1.1.5 XBZ JN.2 JN.16 XAQ XAL FV.1 BQ.1.30 EY.1 ER.1.1 DN.1.1 MP.1.1 JN.13.1 JN.12 JN.14 JN.2.5 JN.10 JN.2.3 FQ.1 BQ.1.1.71 DN.1.1.2 JN.15 JN.11 JN.3 JQ.1 EN.1.1 EW.3 EW.1 ET.1 EH.1 DN.1 DN.2 DN.3.1 JQ.2 JN.5 MP.1 JN.8 JN.9 JN.6 JN.19 JN.17 JN.13 JN.18 DN.1.1.4 DN.1.1.1 JQ.2.1 JN.1.21 JN.1.49 JN.1.28 JN.1.51 JN.1.59 JN.1.63 JN.1.64 JN.1.61 JN.1.15 JN.1.10 JN.1.38 JN.1.34 JN.1.40 JN.1.45 JN.1.37 JN.1.4 JN.1.43 JN.1.68 JN.1.30 JN.1.24 JN.1.44 LV.2 FF.1 JN.3.2 JN.3.1 JN.11.1 JN.7 JN.2.4 DN.1.1.3 JN.3.3 EV.1 JQ.2.1.2 JN.1.3 JN.5.1 JN.3.2.1 JN.1 JN.2.2 JN.2.1 XK JQ.2.1.1 JN.1.2 BQ.1.1.75 EF.1.1.1 LU.1 BQ.1.25.1 CM.8.1.3 XBJ.2 XBJ.3 XBJ.4 XBJ.1 BQ.1.11.1 BQ.1.4 BQ.1.32 EC.1 BQ.1.10.2 BQ.1.10.3 BQ.1.25 ED.1 EN.1 BQ.1.1.38 ES.1 BQ.1.1.35 BQ.1.1.28 BQ.1.1.59 CM.7.1.1 BA.2.86 XBT EA.1 DR.1 BQ.1.1.62 BQ.1.1.30 EE.3 EE.4 EE.1 EE.5 EE.2 EA.2 XBG CZ.1 CZ.2 DT.1 DT.3 DT.2 BQ.1.8 DF.1.1 XBM BQ.1.1.27 BQ.1.1.61 DK.1 BQ.1.8.2 BQ.1.1.39 FN.1 DU.1 BQ.1.1.54 BQ.1.1.78 DN.3 DR.2 BQ.1.1.41 DG.1 EF.1.3 BA.2.86.3 LV.1 BA.2.86.5 BA.2.86.7 BA.2.86.4 JN.4 XBJ.1.1 FB.2 EF.1.2 EF.1.1 BQ.1.1.79 XM BQ.1.8.1 BF.5.2 DB.3 DB.1 CK.2.1.1 BA.2.86.6 BA.2.86.1 BA.2.86.2 CM.8.1.1 DP.1 CM.8.1.2 CM.8.1.5 BQ.1.29 BQ.1.28 JH.1 JH.2 FB.1 EC.1.1 JN.1.6 JN.1.54 JN.1.52 JN.1.55 XEA JN.1.2.1 JN.1.38.1 MJ.2 JN.1.28.1 LJ.1 LF.6 LE.1.2 LE.1.1 KU.1 KU.2 JN.1.7.7 JN.1.7.3 JN.1.7.1 JN.1.7.5 JN.1.7.2 JN.1.48.2 JN.1.55.1 LN.1 XDP XBW JN.1.1.7 JN.1.8.2 LF.9 JN.1.18.3 LA.1 NS.2 NS.1 JN.1.16.5 JN.1.56.1 JN.1.8.3 JN.1.8.4 JN.1.1.3 LR.1 LR.2 JN.1.8.1 MS.1 LQ.3 JN.1.18.7 MD.1 JN.1.1.6 JN.1.27 LB.1.1 LB.1.8 JN.1.1.1 MD.2 MD.3 MD.1.1 MD.1.2 LS.1 JN.1.18.2 JN.1.1.2 KZ.1 JN.1.1.4 LQ.2 JN.1.1.10 JN.1.1.9 JN.1.1.5 LC.1 XEB JN.1.65 MJ.2.1 LF.8 JN.1.18.4 LQ.1 LB.1.6 LF.1 LB.1.4 LB.1.3 LY.1 LY.2 LF.4 LF.2 LF.10 LF.5 LF.9.1 NS.3 LA.2 JN.1.16.4 JN.1.7.4 NS.1.1 NS.1.2 JN.1.11.1 JN.1.11.2 KY.1 LF.3 JN.1.18.6 LB.1 JN.1.4.7 JN.1.49.1 JN.1.29 JN.1.51.1 JN.1.25 JN.1.18.8 JN.1.22 JN.1.19 JN.1.4.4 JN.1.4.1 JN.1.49.2 JN.1.4.3 JN.1.6.1 JN.1.35 JN.1.48 JN.1.53.1 JN.1.9.2 JN.1.26 JN.1.39.2 JN.1.49.3 JN.1.24.1 JN.1.36 JN.1.8 JN.1.53 JN.1.9 JN.1.60 JN.1.39 JN.1.67 JN.1.16 JN.1.56 JN.1.20 JN.1.58 JN.1.47 JN.1.32 JN.1.42 JN.1.18 JN.1.1 JN.2.2.1 JN.1.31 JN.1.46 JN.1.44.1 JN.1.41 JN.1.16.1 JN.1.67.1 JN.1.68.1 LE.1 LE.2 KQ.1 JN.1.4.6 JN.1.4.2 JN.1.4.5 JN.1.4.9 JN.1.43.1 JN.1.30.1 JN.1.15.1 JN.1.54.1 JN.1.57 JN.1.7 JN.1.55.2 JN.1.9.1 JN.1.13 JN.1.14 JN.1.36.1 JN.1.4.8 JN.1.63.1 JN.1.16.3 JN.1.42.2 JN.1.16.2 JN.1.11 JN.1.12 JN.1.58.1 JN.1.58.2 JN.1.58.3 JN.1.32.1 JN.1.42.1 JN.1.18.1 JN.1.25.1 JN.1.64.1 JN.1.18.5 JN.1.62 JN.1.47.1 JN.1.47.2 JN.1.39.3 JN.1.29.1 JN.1.5 BA.3
