	ENV-COV-24-1831_S34.tsv
summarized	[('KP.3* (KP.3.X)', 0.5444153265115734), ('KP.3.1.1* (KP.3.1.1.X)', 0.1869572264030731), ('BA.2.86* (BA.2.86.X)', 0.18174314208410042), ('Other', 0.044997089009530214), ('LB.1* (LB.1.X)', 0.03548175477744499), ('KP.2* (KP.2.X)', 0.006312840167132937), ('Omicron', 9.277505150510077e-05), ('Delta', 1.5327910680950102e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.1833739693292119e-07)]
lineages	KP.3.1.3 KP.3 JN.1.45 MC.10 KP.3.1.1 JN.1.16.2 KP.2.6.3 LB.1.3 MC.19 LA.1 KP.2.7 MC.19.1 KP.1.1.4 KP.3.5 KP.2.3.7 MZ.1 JN.1.63 MC.11 KP.2.14 MC.20 MC.13 KP.3.4.1 MC.1 XEE B.1.1.388 AY.46.2 ED.3 FG.2 EB.1
abundances	0.32229001 0.22160671 0.11736180 0.10688000 0.07951696 0.05551261 0.03562340 0.03548175 0.00827048 0.00792988 0.00575589 0.00089822 0.00048709 0.00034524 0.00034481 0.00023114 0.00022062 0.00021659 0.00021214 0.00020463 0.00018122 0.00017336 0.00016246 0.00009253 0.00000037 0.00000015 0.00000014 0.00000012 0.00000011
resid	10.2769509780648
coverage	96.78961977059159
