	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0205.tsv
summarized	[('Omicron', 0.9968967537387454)]
lineages	BA.4.1.9 BA.4.1.5 BA.4.1 BA.4 BA.4.8
abundances	0.19937935 0.19937935 0.19937935 0.19937935 0.19937935
resid	2.7478577886152102
coverage	57.589539511085846
