	ENV-COV-24-1787_S5.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9996698935676864), ('JN.1.18* (JN.1.18.X)', 0.00021272113360489055), ('KP.2* (KP.2.X)', 0.00011723121549189927)]
lineages	JN.1.48.3 JN.1.16 JN.1.48 JN.1.48.1 JN.1.58.1 MA.1 JN.1.16.2 JN.1.57.1 JN.13 JN.1.52 BA.2.86.5 JN.1.63 KP.2.3.2 JN.1.4.8
abundances	0.79303810 0.10669948 0.08686300 0.01177990 0.00024570 0.00021272 0.00020387 0.00017002 0.00016616 0.00013642 0.00013583 0.00012742 0.00011723 0.00010399
resid	11.250089017431705
coverage	95.20115038624887
