	ENV_COV_24_1862_S46.tsv
summarized	[('KP.2* (KP.2.X)', 0.7079505099585459), ('BA.2.86* (BA.2.86.X)', 0.2570817281883332), ('LB.1* (LB.1.X)', 0.03456209122843806), ('Other', 0.0003060631895244114), ('JN.1.18* (JN.1.18.X)', 9.940693291986144e-05), ('Omicron', 1.7746411842332495e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.615078076571668e-07), ('Delta', 1.3832511906304852e-07)]
lineages	KP.2 LF.9 LF.9.1 LB.1 JN.1.16.1 NS.2 LR.1 KR.5 LY.2 KP.4.2 B.1.1.426 B.1.458 BF.7.5.1 FD.5.1 AY.46.1
abundances	0.70795051 0.11100299 0.11100299 0.03456209 0.03456209 0.00030552 0.00029503 0.00014634 0.00009941 0.00007229 0.00000031 0.00000023 0.00000018 0.00000016 0.00000014
resid	3.4574930216768
coverage	65.81613884894492
