	ENV-COV-24-1727_S41.tsv
summarized	[('KP.3* (KP.3.X)', 0.9996529836817669), ('Other', 0.00022900099306101033), ('JN.1.18* (JN.1.18.X)', 6.653928938093647e-05), ('KP.2* (KP.2.X)', 5.147781707885855e-05)]
lineages	KP.3.4 NG.1 KP.2.3.13 LZ.1 KP.2.3.2
abundances	0.99965298 0.00013658 0.00009242 0.00006654 0.00005148
resid	7.409695566032839
coverage	90.52937832324515
