	../variants/ENV-NIC-22-1079.tsv
summarized	[('Omicron', 0.9999610024076874), ('Other', 3.877256706119176e-05), ('Delta', 2.0380531988174521e-07), ('A', 1.40771592874069e-07), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 1.1529909402843635e-07)]
lineages	BA.5.2.47 BF.7.3 BF.7.21 BF.7.20 BF.7.1 BA.5.1.37 BF.11.4 BF.11.1 BF.7.4 BF.7.13 BF.7.22 BF.7.8 BA.5.2.6 BA.5.10.1 BF.41.1 BF.11.3 BF.7.27 BF.7.11 CP.1 CP.4 BF.7.23 BF.7.24 BF.7.14 BA.5.1.36 BA.4.1.8 BA.5.11 BA.5.3.5 BA.5.1.28 BE.1.2 BF.7 BA.5.1.26 BA.5.1.27 BA.5.1.20 BF.7.16 BF.11 BF.7.12 BF.7.18 BF.7.26 BF.7.6 BF.7.7 BF.7.19 BF.7.10 XBE CP.5 BA.4.1.9 DF.1 BF.7.14.2 BF.7.14.6 CP.8 XBG DQ.1 BF.7.14.5 BF.7.4.1 BF.7.14.7 BA.5.2.35 BF.7.4.3 BF.5.1 BE.1.4.2 BA.5.1.18 BF.7.19.1 BA.5.2.13 CP.6 BA.5.12 BF.7.14.1 BF.9 BQ.1.1.55 BA.5.1.9 BA.5.2.9 BA.5.5.3 DY.3 XBM BQ.1.1.62 BE.1.1.2 CP.1.2 ET.1 BQ.1.1.35 BF.22 BF.34 BA.5.6.3 DN.1.1.4 CK.1.2 ED.3 BQ.1.1.18 ED.2 BQ.1.1.29 FM.1 BQ.1.1.79 XAW CP.8.1 BA.5.2.2 BF.7.5.1 BF.7.5 DT.1 BQ.1.1.11 BQ.1.1.12 BQ.1.1.34 BA.5.1.6 EZ.1 BQ.1.1.43 AY.122.3 A.23.1 XBB.1.16.30
abundances	0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.00015485 0.00013539 0.00013080 0.00012486 0.00011250 0.00009712 0.00009472 0.00008691 0.00008277 0.00008257 0.00007084 0.00007084 0.00006330 0.00005291 0.00005112 0.00004518 0.00004469 0.00004370 0.00004370 0.00004370 0.00004275 0.00004275 0.00004275 0.00003877 0.00003854 0.00003706 0.00003654 0.00003654 0.00003039 0.00003039 0.00003039 0.00003039 0.00002910 0.00002143 0.00002143 0.00000020 0.00000014 0.00000012
resid	2.5382725407876943
coverage	16.40303648463365
