	ENV-COV-24-1739_S48.tsv
summarized	[('Other', 0.6261148782868151), ('BA.2.86* (BA.2.86.X)', 0.3730788022907323), ('Omicron', 0.00024459163928574587), ('JN.1.7* (JN.1.7.X)', 0.00023904369442332143), ('KP.3* (KP.3.X)', 0.00023061483802944607), ('KP.2* (KP.2.X)', 9.224749049781616e-05), ('XBB* (XBB.X)', 6.186319340908362e-07), ('Delta', 1.2301669199066593e-07), ('CH.1.1* [Omicron (CH.1.1.X)]', 1.0231472302253615e-07)]
lineages	KR.4.1 KP.2.26 LP.5 NE.1 XEN LZ.2.1.2 JN.1.56.1 KP.1.1.4 XED MQ.2 LM.1 MY.1 MD.3.1.3 MG.3 XDD.3 JN.3.3 XDV.1.5 KP.2.15.1 JQ.2.1.1 MZ.1 JN.5 KP.3.4.1 LE.1.3 NC.1 NC.1.1 LP.1.2 LP.7 BA.2.86.5 KP.4 KP.4.1 KP.4.1.3 LP.3 LF.10 FY.2.1 XDN XDD.1.1.1 XDD.1 XDD XDD.1.1 XEA B.1.1.100 MU.2.1.1 B.1.587 BF.9 BQ.1.1.54 AY.4.6 FK.1.5
abundances	0.37186400 0.15628168 0.15628168 0.15628168 0.15628168 0.00028433 0.00028047 0.00025329 0.00024432 0.00023904 0.00021810 0.00017429 0.00017411 0.00017000 0.00010718 0.00010018 0.00009455 0.00009225 0.00006984 0.00006373 0.00005722 0.00005632 0.00005126 0.00004960 0.00004960 0.00004960 0.00004960 0.00002311 0.00001429 0.00001429 0.00001429 0.00000513 0.00000513 0.00000062 0.00000053 0.00000053 0.00000053 0.00000053 0.00000053 0.00000053 0.00000036 0.00000031 0.00000025 0.00000014 0.00000013 0.00000012 0.00000010
resid	2.2775981782275707
coverage	12.861585794067485
