	ENV_COV_24_2023_S23.tsv
summarized	[('Other', 0.5497597971928654), ('BA.2.86* (BA.2.86.X)', 0.44794951210609324), ('KP.2* (KP.2.X)', 0.001133505858512821), ('Omicron', 0.0009065756133962439), ('JN.1.18* (JN.1.18.X)', 0.00018274840995984715), ('KP.3.1.1* (KP.3.1.1.X)', 6.786555162921113e-05)]
lineages	LB.1.3.4 JN.1.49.1 MC.19 LF.9.1 JN.1.9.2 JN.1.49.3 BA.3 KP.2.3.4 KP.2.3 MC.17 LF.5 XEE NM.1 JN.1.4.4 LQ.2 JN.1.66 KP.4.2.5 NN.1 JN.1.39.1 MC.11 LQ.1 KP.2.3.8 KQ.1 B.1.601
abundances	0.34256714 0.30640642 0.20466984 0.10791626 0.03298985 0.00185357 0.00071599 0.00059948 0.00053402 0.00024408 0.00023938 0.00019059 0.00016622 0.00014623 0.00014357 0.00013906 0.00012974 0.00009020 0.00008003 0.00006787 0.00003918 0.00003891 0.00003227 0.00000011
resid	22.40410644890745
coverage	89.61977059157944
