	ENV_COV_24_1938_S64.tsv
summarized	[('Other', 0.9996415538066726), ('BA.2.86* (BA.2.86.X)', 0.0002814411958196415), ('JN.1.18* (JN.1.18.X)', 7.699089514621699e-05)]
lineages	LB.1.3.4 BA.2.86.5 JN.1.4.8 MA.1 KP.2.3.9
abundances	0.99957700 0.00020300 0.00007844 0.00007699 0.00006455
resid	4.592207291866959
coverage	75.41383807644718
