	ENV-COV-24-1760_S61.tsv
summarized	[('Other', 0.7048528707853395), ('LB.1* (LB.1.X)', 0.1405189989660085), ('KP.3* (KP.3.X)', 0.08833318077843617), ('BA.2.86* (BA.2.86.X)', 0.05132102726191924), ('KP.3.1.1* (KP.3.1.1.X)', 0.014303658082568206), ('Omicron', 0.00033647411113350774), ('KP.2* (KP.2.X)', 0.0003337648146586048)]
lineages	LB.1.3.4 LB.1.1 LB.1.3 MC.19 KP.3.1 JN.1.48.3 KP.3.6 KP.2.3.8 MC.1 NJ.1 XEE XDK MC.23 XEC.14 KP.2.15 LE.1 KP.2.14 KP.1.1.4 KP.4.1.2 BA.2.86.5 XDK.3 MC.13 KP.2.25.3 MC.8.1 LW.1.2 NN.1 KS.1.1.1 KP.2.3.9 JN.1.4.2 LP.1.2.1 MC.20 KP.3.1.7 LB.1.2.2 KP.4.2.3 MU.3 KS.1.1 XDR.1.1 XDR.1 NC.1
abundances	0.61395800 0.07326999 0.06719100 0.06357337 0.05161138 0.05060109 0.03656755 0.02528376 0.01408873 0.00057665 0.00033647 0.00032924 0.00021708 0.00018524 0.00017657 0.00015725 0.00015720 0.00014586 0.00013856 0.00011115 0.00010878 0.00010767 0.00010727 0.00010726 0.00008754 0.00008689 0.00008500 0.00007924 0.00007888 0.00007770 0.00006679 0.00006671 0.00005801 0.00004846 0.00004791 0.00003978 0.00003732 0.00002768 0.00000495
resid	7.6778705545480745
coverage	97.49857873791927
