	ENV_COV_24_1934_S61.tsv
summarized	[('Other', 0.6292253024841165), ('KP.3* (KP.3.X)', 0.20506372093871433), ('KP.2* (KP.2.X)', 0.16235221097308616), ('BA.2.86* (BA.2.86.X)', 0.0024397211076446264), ('JN.1.18* (JN.1.18.X)', 0.000891465609359708), ('Omicron', 2.7839510108369667e-05), ('XBB* (XBB.X)', 5.06004639924845e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.4647193356334685e-07)]
lineages	LB.1.3.4 KP.3.6 KP.2.7 JN.1.20 JN.1.18.3 JN.1.23 KP.2.3 KP.2.14 KP.2.3.5 JN.1.52 MU.4 LF.5 JN.1.30.1 JN.1.4.8 MA.1 MG.3 JN.1.58.3 LR.2 KP.2.13 KP.3.3.5 JN.12 JN.1.39.1 KP.4.2.5 KU.2.1 BF.7.5 KP.3.2.4 FY.1.3 B.1.1.153 KP.2.3.14 BQ.1.1.73 CR.1.1 B.10 HT.1 B.1.369
abundances	0.62882899 0.20505936 0.16152474 0.00119544 0.00076241 0.00029488 0.00028789 0.00026179 0.00020682 0.00019647 0.00017525 0.00014134 0.00014089 0.00013396 0.00012906 0.00009575 0.00008324 0.00008009 0.00007098 0.00007060 0.00006459 0.00006377 0.00005368 0.00004505 0.00002737 0.00000436 0.00000051 0.00000042 0.00000032 0.00000025 0.00000022 0.00000019 0.00000015 0.00000012
resid	9.422891679047513
coverage	92.26164598869678
