	ENV-COV-24-1780_S1.tsv
summarized	[('Other', 0.4103616323388317), ('BA.2.86* (BA.2.86.X)', 0.33708636916840523), ('KP.3* (KP.3.X)', 0.24471942870419003), ('JN.1.18* (JN.1.18.X)', 0.0053651598008234574), ('KP.2* (KP.2.X)', 0.0015386034652361464), ('KP.3.1.1* (KP.3.1.1.X)', 0.0009287887805349202)]
lineages	LB.1.3.4 JN.1.48.3 KP.3 KP.3.3 LC.1 JN.1.1.5 KP.2.3.12 KP.3.4 JN.1.64.1 KP.1.1 MC.19 JN.1.48.1 KP.3.1 JN.1.18.3 KP.3.2.5 KP.2.3.1 KP.2.15 LA.1 KP.2.3.9 MC.13 KP.3.3.1 KP.3.5 MA.1 KP.3.3.3 MC.15 MC.11 KR.4 JN.1.44.1 MD.2 KP.2.15.1 MC.26 LF.5 KP.3.2.3 JN.1.4.2 MC.21 JN.1.46 JN.1.39.1 MW.1
abundances	0.33249357 0.12983877 0.11816083 0.07585897 0.07423970 0.07098936 0.05372668 0.04286695 0.02661060 0.02586210 0.02340644 0.00807023 0.00577080 0.00513020 0.00087686 0.00081567 0.00057190 0.00052288 0.00049677 0.00048626 0.00048473 0.00035115 0.00023496 0.00022600 0.00022143 0.00022109 0.00019374 0.00019069 0.00017510 0.00014986 0.00014134 0.00012634 0.00012314 0.00010078 0.00009682 0.00009288 0.00007321 0.00000118
resid	10.53461389136836
coverage	96.44851687121694
