	ENV_COV_24_1925_S56.tsv
summarized	[('Other', 0.5333961123501703), ('KP.3.1.1* (KP.3.1.1.X)', 0.2648075741814717), ('LB.1* (LB.1.X)', 0.09474865270679238), ('BA.2.86* (BA.2.86.X)', 0.08807905845924192), ('KP.3* (KP.3.X)', 0.018863424688174694), ('JN.1.18* (JN.1.18.X)', 0.00010507464237059976)]
lineages	LB.1.3.4 MC.1 KS.1.1 LB.1.1 LB.1.3 KP.3.6 JN.1.16.5 JN.1.48 KP.3.1.6 MC.13 MC.28 JN.1.51.1 KP.4 XEC.9 MD.1.2 LY.2 KP.3.1.5 KP.4.2.3
abundances	0.53293400 0.26423593 0.08402119 0.06239866 0.03235000 0.01800045 0.00219225 0.00145138 0.00079586 0.00057165 0.00020764 0.00018997 0.00018594 0.00013410 0.00012037 0.00010507 0.00006712 0.00003833
resid	7.967480444249791
coverage	97.28455338929204
