	ENV-COV-24-1758_S60.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.5637103022469198), ('Other', 0.3062480578917671), ('LB.1* (LB.1.X)', 0.10528946722026682), ('KP.3.1.1* (KP.3.1.1.X)', 0.023834946673009172), ('Omicron', 0.0004488298757556652), ('JN.1.18* (JN.1.18.X)', 0.00021094667764160794), ('XEC* (XEC.X)', 0.00013200482255920683), ('KP.2* (KP.2.X)', 0.00012539741435376768)]
lineages	JN.1.48.3 LB.1.3.4 LB.1.1 JN.1.48 JN.1.9 MC.4 MC.12 MC.27 KP.3.1.1 MC.23 XDY LY.2 JN.1.54.1 MC.18 MC.15 JN.1.49.3 XEH MC.9 XEC MC.3 MC.10 JN.1.4.8 MC.20 MC.21 KP.4.2.1 MC.17 MD.1.2 KP.2.3 KP.2.3.10 KP.2.3.1 KP.4.2
abundances	0.45493100 0.29744100 0.10528947 0.07749300 0.03087376 0.00776272 0.00776272 0.00776272 0.00776272 0.00028501 0.00027043 0.00021095 0.00019833 0.00018967 0.00018567 0.00018139 0.00017840 0.00013777 0.00013200 0.00012687 0.00009648 0.00008700 0.00008337 0.00008227 0.00008208 0.00007912 0.00007284 0.00007068 0.00007068 0.00005472 0.00004514
resid	6.986721057596484
coverage	96.1676086011437
