	../variants/ENV-COV-23-594.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.630934219556188), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.366205710415604), ('XBB* (XBB.X)', 0.0019958691315344825), ('Omicron', 0.0008098243209329943), ('XBB.2.3* (XBB.2.3.X)', 5.4082619347214656e-05), ('Other', 1.245855041559505e-07)]
lineages	JB.1 XBB.1.5.53 JB.2 FL.35 FL.35.1 XBB.1.5.69 JB.2.1 BJ.1 XBB.1.9.4 XBB.1.5.55 FL.39 GW.5.1 XBB.1.5.37 XBB.3.1 KM.1 XBB.1.5.87 XBB.1.15 XBB.1.5.35 GK.5.1 GA.7.2 GA.7 XBB.1.9.5 FY.6.2 HG.3 XBB.2.3.8 FL.1.5.1 HN.3 HN.7 HN.3.1 FL.1.5 B.1.1.329 XAF
abundances	0.20909035 0.20909035 0.20909035 0.18271929 0.18271929 0.00099900 0.00096193 0.00080972 0.00074850 0.00073284 0.00070636 0.00053163 0.00029700 0.00021545 0.00021390 0.00020644 0.00018993 0.00013804 0.00011400 0.00009147 0.00009147 0.00006727 0.00006015 0.00002704 0.00002704 0.00001215 0.00001215 0.00001215 0.00001215 0.00001215 0.00000012 0.00000011
resid	1.9462356249482877
coverage	34.12701066782597
