	ENV-COV-24-1804_S16.tsv
summarized	[('KP.3* (KP.3.X)', 0.4171543389286123), ('BA.2.86* (BA.2.86.X)', 0.22218615595068894), ('KP.3.1.1* (KP.3.1.1.X)', 0.21990564995391335), ('Other', 0.1405449675120485), ('LB.1* (LB.1.X)', 0.00018248094143855616), ('KP.2* (KP.2.X)', 2.6299868301294506e-05)]
lineages	KP.3.4 JN.1.16.5 KP.3.1.9 MC.27 MC.11 MC.4 MC.13 MC.28 MC.26 MC.15 MC.10 MC.5 MC.16 MC.22 MC.12 MC.2 KP.3.1.1 MC.18 MC.6 KP.3.1 MC.23 JQ.2.1.1 MC.10.2 KP.3.4.1 JN.1.48.2 LB.1.4.1 JN.1.48.1 MC.20 JN.1.57.1 JN.1.57 MC.24 JN.1.39.1 XDR KS.1 KP.3.1.3 XDK.4.1 MC.9 KP.2.3.12 KP.2.3.11 KP.2.3.13 KP.2.3.2 KP.2.3.3
abundances	0.39685911 0.22124781 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.01998982 0.00046298 0.00043066 0.00028490 0.00025700 0.00018248 0.00006006 0.00004900 0.00004527 0.00004527 0.00004460 0.00003889 0.00003333 0.00002889 0.00002051 0.00001920 0.00001764 0.00001315 0.00001315 0.00001315 0.00001315 0.00001315
resid	3.3579869390800496
coverage	45.229575627863426
