	../variants/ENV-NIC-22-0068.tsv
summarized	[('Omicron', 0.9999079501331914), ('Other', 6.881340539240272e-05), ('Delta', 2.3241274435980285e-05)]
lineages	XT BA.2.16 XAG BA.2.40 XU XAP XAA BG.7 XV BA.2.20 B.1.36.21 XAB BE.1.1.2 BF.11.5 BF.11.2 BA.5.1.6 BA.2.4 BQ.1.1.62 BA.5.2.8 BA.2.10.3 BA.2.10 B.1.160.16 BA.2.31.1 BA.2.31 AY.60
abundances	0.77311183 0.22581925 0.00010804 0.00008064 0.00007948 0.00007674 0.00007312 0.00006353 0.00006206 0.00004254 0.00004249 0.00004214 0.00003878 0.00003574 0.00003559 0.00003557 0.00003427 0.00003312 0.00003258 0.00002663 0.00002663 0.00002633 0.00002484 0.00002484 0.00002324
resid	5.2343989774122175
coverage	74.51091863692606
