	ENV_COV_24_1973_S5.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.7581209821111385), ('Other', 0.23941635214690896), ('KP.3* (KP.3.X)', 0.0024630198466775895), ('Omicron', 1.1927782594006077e-06), ('Delta', 3.37648716743023e-07), ('XBB* (XBB.X)', 2.938269708230544e-07), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 2.2815978021390213e-07), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 1.4025275044287128e-07), ('XBB.2.3* (XBB.2.3.X)', 1.1238005393248895e-07), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 1.0366821120973662e-07)]
lineages	LF.9 LU.1 LB.1.3.4 JN.1.11.1 JN.1.15.1 JN.1.52 KP.3.3.3 ML.2 JN.1.58.1 KP.3 KP.2.3.11 JN.1.16.2 JN.1.64 JN.1.67.1 JN.1.34 LU.2 KP.1.1.3 LP.1 AY.46.3 BF.36 BQ.1.14 JN.1.49 XBB.1.11.1 CP.8 B.1.1.382 JZ.1 B.1.308 JN.1.15 B.1.1.38 BA.2.10.2 B.1.1.329 EG.2.3 EB.1 HH.6 FL.1.5.2 JN.1.4.8 B.1.1.154
abundances	0.34512722 0.27949698 0.23907203 0.11872014 0.01143464 0.00151354 0.00097227 0.00097227 0.00083043 0.00051848 0.00034346 0.00029849 0.00020348 0.00018670 0.00015044 0.00010436 0.00002698 0.00002698 0.00000034 0.00000033 0.00000032 0.00000031 0.00000029 0.00000027 0.00000024 0.00000023 0.00000020 0.00000020 0.00000018 0.00000015 0.00000014 0.00000014 0.00000012 0.00000011 0.00000010 0.00000010 0.00000010
resid	9.559027266744152
coverage	79.52379359930441
