	ENV_COV_24_1952_S72.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9998968117881675), ('Other', 0.00010312535964212969), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.0753213704557982e-07)]
lineages	JN.1.48.3 LR.1 MJ.1 KP.2.3.9 BA.2.86.5 BA.2.86.7 JN.1.4.8 GN.1.2
abundances	0.99941500 0.00017497 0.00012011 0.00010313 0.00010255 0.00005943 0.00002474 0.00000011
resid	9.93712906159793
coverage	96.26124469116812
