	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0250.tsv
summarized	[('Omicron', 0.6772837906999775), ('Delta', 0.20902670811830298), ('Other', 0.09891639195163379)]
lineages	BA.4.1 BA.4.1.9 AY.45 BA.4.8 BA.5.5 B.1.1.28 AY.88 B.1.1.254 BA.5 BA.5.3 BA.2.23
abundances	0.26653068 0.21791571 0.16351104 0.08742133 0.07571379 0.07320335 0.04551567 0.02571304 0.01793884 0.01031278 0.00145066
resid	19.355198074558313
coverage	99.39805370698592
