	ENV_COV_24_1889_S60.tsv
summarized	[('Other', 0.4263606751591867), ('KP.3* (KP.3.X)', 0.33983878215938296), ('KP.3.1.1* (KP.3.1.1.X)', 0.1349978390477814), ('Omicron', 0.08797692375633308), ('BA.2.86* (BA.2.86.X)', 0.009516106943082445), ('LB.1* (LB.1.X)', 0.0013100093023519172)]
lineages	LB.1.3.4 KP.3.5 MC.10 MC.19 KP.3.3.2 BA.2.87 JN.1.26 LB.1.3 JN.1.41 XDY.1 BA.2.10.4 ML.1 MC.28 XEC.9 N.7 MC.10.1 B.1.1.481
abundances	0.30337100 0.23837229 0.13499784 0.12203190 0.10122399 0.08762759 0.00898617 0.00131001 0.00052994 0.00049475 0.00034934 0.00024250 0.00023408 0.00022848 0.00000021 0.00000015 0.00000012
resid	20.314808405233578
coverage	96.69263953449487
