	ENV-COV-24-1803_S15.tsv
summarized	[('Other', 0.5514027229980284), ('KP.3.1.1* (KP.3.1.1.X)', 0.4479362531188657), ('KP.3* (KP.3.X)', 0.0003965889131733854), ('Omicron', 0.00019531306948691467), ('BA.2.86* (BA.2.86.X)', 6.970096302127304e-05), ('EG.5* [Omicron (EG.5.X)]', 1.1041408268316036e-07), ('BA.2.75* [Omicron (BA.2.75.X)]', 1.040119067092805e-07)]
lineages	MC.1.3.1 MC.16 KP.3.1.1 MC.8 MC.5 MC.12 MC.27 MC.23 MC.21 MC.4 MC.14 MC.26 MC.15 MC.1.2 MC.22 MC.7 MC.24 MC.19 MC.19.1 MC.1.3 MC.1 MC.26.1 MC.21.1 MC.20 MC.3 MC.6 MC.18 MC.9 MC.25 MK.2 XEH LW.1.1 KP.2.26 XDK.2 MC.11.1 MC.11 JN.1.66 JN.1.39.1 B.1.1.217 B.1.625 EG.5.2.4 BN.1.3.1
abundances	0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.03444401 0.00022553 0.00019531 0.00017106 0.00016954 0.00012829 0.00008206 0.00008206 0.00004699 0.00002271 0.00000058 0.00000015 0.00000011 0.00000010
resid	1.5523157066508706
coverage	23.215062033909643
