	../variants/ENV-NIC-22-0100.tsv
summarized	[('Omicron', 0.9998075847429045), ('Other', 0.00013120106613166173), ('Delta', 3.4796932911380556e-05), ('CH.1.1* [Omicron (CH.1.1.X)]', 2.6396273482816552e-05)]
lineages	BA.3 BA.2 BA.2.87 XAH BA.2.19 BA.2.40 BA.2.29 XW BA.2.15 XT BA.2.61 BA.2.81 BA.2.66 BA.2.2.1 BA.2.31 BA.2.59 BA.2.4 XR XL BA.2.9.7 BA.2.33 BA.2.20 BA.2.69 BA.2.35 BA.2.7 BA.2.13.1 B.1.1.451 AY.24.1 BF.11.2 AJ.1 BA.2.16 BA.2.60 BE.9 B.1.214.3 BA.5.1.9 BA.2.65 GQ.1.1 BA.2.32 B.1.618 BA.2.51 CP.1.2 BA.2.10.4 BA.2.87.1 BA.2.85 BE.10 BF.7.14.2 BA.4.1.11 XAU B.1.633 B.1.1.240 BE.5 BA.4.1.4
abundances	0.41497400 0.26001816 0.24579917 0.07665356 0.00038329 0.00036324 0.00016841 0.00011118 0.00010336 0.00010064 0.00008244 0.00007848 0.00005693 0.00005442 0.00005429 0.00005311 0.00005086 0.00004755 0.00004345 0.00004319 0.00004053 0.00003685 0.00003559 0.00003544 0.00003531 0.00003526 0.00003496 0.00003480 0.00003432 0.00003412 0.00003394 0.00003264 0.00002781 0.00002776 0.00002664 0.00002651 0.00002640 0.00002531 0.00002451 0.00002097 0.00001934 0.00001777 0.00001688 0.00001495 0.00001344 0.00001341 0.00001232 0.00001166 0.00000699 0.00000287 0.00000084 0.00000014
resid	9.302168165957292
coverage	80.38323913988563
