	../variants/ENV-NIC-23-0351.tsv
summarized	[('XBB* (XBB.X)', 0.3675813090926968), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.3466626020019246), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.28539597560344243), ('A', 9.818624634126139e-05), ('XBB.1.9.2* [Omicron (XBB.1.9.2.X)]', 8.641554311347327e-05), ('EG.5* [Omicron (EG.5.X)]', 6.459299854917287e-05), ('Other', 6.0091651970806035e-05), ('XBB.1.16* [Omicron (XBB.1.16.X)]', 3.4874090097413395e-05), ('Delta', 1.576177114002525e-05)]
lineages	XBB.1.22 FL.35 XBB.1.5.83 XBB.1.5 XBB.1.5.61 XBB.1.15 XBB.1.5.24 XBB.1.11.1 XBB.1.43.1 FL.22 FP.1 XBB.1.5.66 XBB.1.5.47 XBB.1.6 XBB.1.5.94 FY.2 FL.4.6 XBB.1.5.95 GN.4 XBB.1.5.19 XBB.2.12 XBB.1.5.77 XBB.1.5.72 A.11 XBB.1.5.110 HQ.1 FT.4 KA.1 XBB.1.5.67 FL.4.2 XBB.1.5.21 XBB.1.5.98 HP.1 XBB.1.25 XBB.1.8 GN.1.4 EG.4.1 XBB.1.5.76 B.1.404 JJ.1 XBB.1.5.10 XBB.1.5.93 XBB.1.22.3 FY.1.4.1 XBB.1.45.1 XBB.1.5.6 XBB.1.5.43 XBB.1.5.87 XBB.1.5.8 FE.1.1.3 XBB.1.16.27 XBB.1.5.52 JD.1.1.6 XBB.1.33 XBB.1.5.103 FT.3 HD.1 FD.2 GU.1 EG.4.3 AY.15 KB.2 FL.4.7
abundances	0.36594128 0.28499202 0.24594100 0.09737734 0.00081700 0.00028707 0.00026096 0.00025331 0.00020296 0.00020145 0.00018589 0.00016551 0.00014401 0.00013033 0.00012692 0.00012309 0.00011847 0.00011286 0.00010999 0.00010666 0.00010433 0.00010334 0.00009955 0.00009819 0.00009814 0.00009155 0.00009155 0.00008987 0.00008526 0.00008346 0.00007938 0.00007699 0.00007253 0.00007155 0.00007003 0.00006895 0.00006383 0.00006257 0.00006009 0.00005804 0.00005774 0.00005660 0.00005375 0.00004940 0.00004314 0.00004264 0.00004201 0.00003728 0.00003582 0.00003491 0.00003487 0.00003372 0.00003360 0.00003029 0.00003022 0.00002858 0.00002785 0.00002746 0.00002717 0.00002259 0.00001576 0.00000655 0.00000058
resid	6.581213342321956
coverage	93.1779420125071
