	ENV-COV-24-1795_S9.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.6221706473573839), ('Other', 0.37778904209211384), ('KP.2* (KP.2.X)', 4.0304004886769516e-05)]
lineages	MC.10 MC.19.1 MC.24 MC.23 MC.26 MC.20 KP.2.3.4 MC.21
abundances	0.62217065 0.37716970 0.00029958 0.00011949 0.00010376 0.00006399 0.00004030 0.00003252
resid	9.165572441891548
coverage	92.72982643881885
