	ENV_COV_24_1875_S55.tsv
summarized	[('KP.3.1.1* (KP.3.1.1.X)', 0.8549392853294591), ('Other', 0.1427334557182099), ('KP.2* (KP.2.X)', 0.0016745206771905448), ('BA.2.86* (BA.2.86.X)', 0.0005862112130797031), ('Omicron', 6.650740195233865e-05)]
lineages	MC.1 MC.19 MC.19.1 MC.16 KP.2.8 MC.28 KP.2.3.8 MC.10 KP.1.1.1 BA.2.86.7 KP.2.16 KP.2.15.1 KP.2.3.11 KP.1.1.2 BE.12 KP.1.1.3 LP.5
abundances	0.85326621 0.07088784 0.07088784 0.00139468 0.00139276 0.00043966 0.00033926 0.00027840 0.00026788 0.00018262 0.00014624 0.00013552 0.00012327 0.00008013 0.00006651 0.00005558 0.00005558
resid	5.013659853420515
coverage	85.89104772096445
