	ENV-COV-24-1829_S32.tsv
summarized	[('Other', 0.4446877572516355), ('KP.3.1.1* (KP.3.1.1.X)', 0.24516357921803122), ('BA.2.86* (BA.2.86.X)', 0.17557180078503043), ('KP.2* (KP.2.X)', 0.07026849165774929), ('KP.3* (KP.3.X)', 0.050159737759328714), ('LB.1* (LB.1.X)', 0.013965999529213546), ('Omicron', 0.0001289981453960141), ('JN.1.7* (JN.1.7.X)', 5.360183682886339e-05)]
lineages	LB.1.3.4 MC.10 LF.9 KP.2.3.6 JN.1.48.1 KP.3 KP.3.1.6 LB.1.2 KP.3.5 KP.3.2 LF.9.1 MC.20 JN.1.58.1 BA.2.10.4 MC.13 JN.1.16.2 KP.3.3.1 MC.17 JN.1.67.1 KP.3.4.1 LR.3 MC.26 XDR JN.1.39.1 LP.5 NN.2 KP.4.2.5 LK.2.1 KP.3.2.4 LK.1
abundances	0.44407600 0.24504744 0.14188546 0.07026849 0.03290000 0.03243086 0.01629400 0.01396600 0.00080723 0.00042013 0.00023668 0.00023229 0.00021890 0.00012900 0.00011614 0.00010934 0.00010553 0.00009961 0.00008891 0.00008695 0.00008562 0.00007652 0.00006911 0.00004689 0.00004572 0.00004458 0.00004393 0.00004060 0.00001502 0.00001300
resid	9.871754182222933
coverage	96.2512122529512
