	ENV_COV_24_1842_S40.tsv
summarized	[('BA.2.86* (BA.2.86.X)', 0.9993816640591521), ('KP.2* (KP.2.X)', 0.0002751174088018402), ('Other', 0.0001776102487919503), ('Omicron', 0.00016584369525416432)]
lineages	KP.1.1 KP.1.1.1 KP.2.17 XEE KP.1.1.2 KP.1.1.3 LP.10 B.1.213 KP.2.3.7 EB.1
abundances	0.99866125 0.00046663 0.00020227 0.00016233 0.00014361 0.00011017 0.00009995 0.00007766 0.00007285 0.00000352
resid	10.247533531936028
coverage	96.43514028692773
