	../variants/ENV-NIC-21-661.tsv
summarized	[('Omicron', 0.9997680814186465), ('Other', 0.00019999801546764721), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 3.191691775380053e-05)]
lineages	BA.1 BA.1.19 BA.1.3 BA.1.1.5 BA.1.5 BD.1 BA.1.16.2 BA.1.1.1 BA.1.24 XV BA.1.20 BA.1.1.3 BA.1.10 B.4.4 B.1.438.2 BA.1.17 BA.1.17.1 GN.5 N.8 B.1.593 B.1.474 B.1.1.139 B.1.562 XA B.1.1.529
abundances	0.99830961 0.00027285 0.00018644 0.00015040 0.00014769 0.00014071 0.00010305 0.00009017 0.00008045 0.00005796 0.00005723 0.00005183 0.00004885 0.00004380 0.00003544 0.00003388 0.00003388 0.00003192 0.00003026 0.00002869 0.00002507 0.00001367 0.00001324 0.00000983 0.00000309
resid	3.829573751997059
coverage	92.93047520315687
