	ENV-COV-24-1814_S24.tsv
summarized	[('Other', 0.4120114064949914), ('KP.3* (KP.3.X)', 0.2872956334846255), ('BA.2.86* (BA.2.86.X)', 0.18275502959830262), ('KP.2* (KP.2.X)', 0.07601976039365986), ('LB.1* (LB.1.X)', 0.041918165026055186), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 1.3966331639993707e-07), ('XBB* (XBB.X)', 1.359285987778029e-07)]
lineages	LB.1.3.4 KP.3.4 JN.1.49 KP.2.3 JN.1.11 LB.1.3 JN.1.8 JN.4 JN.1.8.3 JN.2.5 JN.1.46 LV.1 JN.1.5 KP.4.2 JN.1.39.1 KP.2.3.2 JN.3.1 XDR XDZ B.1.1.399 JN.1.2.1 XBB.1.5.82 FY.5.5
abundances	0.41195999 0.28729563 0.09470564 0.07593697 0.06022994 0.04191817 0.02629040 0.00047264 0.00023537 0.00022399 0.00013025 0.00011691 0.00009301 0.00009267 0.00008669 0.00008280 0.00007727 0.00004907 0.00000188 0.00000046 0.00000026 0.00000014 0.00000014
resid	10.224145165478156
coverage	97.47516971541317
