	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0792.tsv
summarized	[('Omicron', 0.995647884863629)]
lineages	BA.5.11 BE.8 BE.1.1 BA.4.1.8 BE.6 BQ.1.1.11 BF.39 BA.5 BA.5.3 BA.5.3.5
abundances	0.48687845 0.24817645 0.10704189 0.07974872 0.02958580 0.01346868 0.01119269 0.01020277 0.00834909 0.00100334
resid	8.697578224591204
coverage	97.22101461391834
