	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-1079.tsv
summarized	[('Omicron', 0.9978580083010851)]
lineages	BF.7.14.1 BF.7.14.6 BF.7.14.2 BF.7.14.7 CP.8 DQ.1 BF.5.1 BF.7.14.5 BF.7.4.1 DF.1 BA.5.2.35 BF.7.4.3 BE.1.4.2 BA.5.12 BA.5.1.18 XBG CP.6 BA.5.2.13 BF.7.19.1 BF.7.14 BA.5.10.1 XBE CP.4 CP.1 CP.5 BA.5.2.47 BF.7.11 BF.7.27 BF.11.3 BF.41.1 BA.5.2.6 BF.7.22 BF.7.3 BF.7.13 BF.7.4 BF.11.1 BF.11.4 BA.5.1.37 BF.7.1 BF.7.20 BF.7.21 BF.7.23 BF.7.8 BF.7.24 BF.7.16 BF.7.10 BF.7.19 BF.7.7 BF.7.6 BF.7.26 BF.7.18 BF.7.12 BF.11 BA.5.1.20 BA.5.1.36 BA.5.1.27 BA.5.1.26 BF.7 BE.1.2 BA.5.1.28 BA.5.3.5 BA.5.11 BA.4.1.8 BA.4.1.9
abundances	0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153 0.01559153
resid	2.5356753419205673
coverage	16.40303648463365
