	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0635.tsv
summarized	[('Omicron', 0.996252461337629)]
lineages	BA.5.3 BA.5.3.2 BA.4 BA.5.3.5 BA.5 BA.5.1 BA.5.1.23 BA.5.1.12
abundances	0.21913064 0.21913064 0.15984815 0.14879196 0.06617100 0.06106002 0.06106002 0.06106002
resid	8.893172365889525
coverage	84.95468682072033
