	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0810.tsv
summarized	[('Omicron', 0.9968640999033758)]
lineages	BA.5.3 BE.6 BE.7 BA.5.3.5 BA.5.3.1 BF.31 BF.18 BA.5.2 BA.5.2.1 BA.5.11 BA.5.3.2
abundances	0.19519237 0.16557950 0.16557950 0.13198500 0.10292710 0.04848937 0.04848937 0.04848937 0.04848937 0.04046853 0.00117463
resid	9.556777478136532
coverage	84.7239407417316
