	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-1048.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.5639232724062112), ('XBB* (XBB.X)', 0.4340453467411031)]
lineages	JC.3 JB.2.1 JB.2 HS.1 XBB.1.22
abundances	0.40876198 0.30506300 0.13719400 0.12166627 0.02528337
resid	9.243672629405864
coverage	94.35842557602916
