	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0829.tsv
summarized	[('Omicron', 0.9991682845817998)]
lineages	BA.5.11 BE.7
abundances	0.62597023 0.37319805
resid	6.950852860066101
coverage	88.45600775841889
