	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-0044.tsv
summarized	[('Omicron', 0.9979092498177902)]
lineages	BQ.1.1.38 BA.5.11 BE.1 BA.5.6
abundances	0.63422004 0.28384953 0.07815901 0.00168067
resid	7.328502997341726
coverage	77.53068254021336
