	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-0790.tsv
summarized	[('BA.2.75* [Omicron (BA.2.75.X)]', 0.9964877413204671)]
lineages	BN.1.4.4 BN.1.4.3 BN.1.4.5 BN.1.4
abundances	0.24912194 0.24912194 0.24912194 0.24912194
resid	0.025839275644822204
coverage	7.146440156506036
