	summarized	lineages	abundances	resid	coverage
ENV-COV-22-91.tsv	[('Omicron', 0.3359374999420729), ('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.20535714282173156), ('XBB* (XBB.X)', 0.16406249997170977), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.13727678569061455), ('XBB.2.3* (XBB.2.3X)', 0.0825892857000446), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.061383928560843966), ('Other', 0.013392857140547769)]	BA.1.1.10 BA.1.1.15 BA.1.1.8 BA.1.1.12 BA.1.1.11 BA.1.1.13 BA.1.1.14 BA.1.1.4 BC.2 BC.1 BA.1.15.1 BA.1.16.2 BA.1.1.2 BA.1.1.18 BA.1.1.9 BA.1.1.7 XP BA.1.15.3 BA.1.16.1 BA.2 BA.1.1.16 BA.1.1.5 BA.1.1.17 BA.1.1.3 BA.2.10 BA.2.27 BA.2.58 BA.2.65 BA.2.29 BA.2.5 BA.2.4 BA.2.56 GK.6 GK.8 GE.1.5 GE.1.4 GE.1.3 GS.8 GS.4 HG.1 GS.7.1 HG.2 HG.1.1 HG.3 GK.11 GK.10 GK.9 GK.5 GJ.1.1 GJ.1.2 GK.5.1 GK.3 XCY GE.1.6 GE.1.1 XBB.2.3.21 GJ.1.2.1 GK.3.1 GK.12 GK.2 GK.8.1 XCL GS.4.1 GJ.5.1 DV.3 FR.1.1 FR.1.4 XBB.2.3.18 GS.2 GS.5 GS.3 XBB.2.3.8 HH.4 JB.2.1 JD.2.1 XBB.1.31.1 GA.7.1 GA.2.1.1 XK DV.7 GW.1.1 DV.3.1 JP.1.1 GS.7 GS.1 GJ.6 GJ.2 GJ.1 GJ.5 HH.3 HH.2 HH.6 HH.5 JB.1.1 XBB.1.5.70 JC.5.1 XBF.3 XBF.7.1 CJ.1.3.1 DV.6 DV.1 DV.2 JP.1 JA.1 XCM XBV JW.1.1 FW.1.1.1 FP.2.1.1 FP.2.1.2 XBF.4 XBF.8 XCF.3 GU.1 HZ.1 HC.3 XBB.1.32.1 GA.4.3 GA.6.1 GA.8.1 JU.1 GJ.7 GJ.3 GJ.4 XBB.2.3.9 XBB.2.3.1 HH.7 XCF.1 GW.1 XBF.5 XBF.6 XBF.10 XBF.9 XBF.1 XBF.2 CJ.1.3.2 EU.1.1.3 HD.1.1 HC.4 GA.4.2 GA.2.1 JC.5 FE.1.1.3 FE.1.1.1 XBB.2.3.2 XCQ FD.1.1 XBB.1.5.72 JB.2 JB.1 GB.2 KA.1 XBB.2.3.22 GZ.1 GE.1 JS.2 JS.1 XBB.2.3.20 XBB.2.3.5 XBB.2.3.19 EU.1.1.2 EU.1.1.1 EK.2.1 HS.1.1 HD.1 XBB.1.5.105 HM.1 JD.2 FD.1 FD.4.1 FD.2.1 XBB.1.5.41 XBB.1.5.53 FT.2 GB.1 XBB.1.5.103 XBB.2.3.3 XBB.2.3.14 XBB.2.3.7 HB.1 XBB.1.34.1 XCF XBB.1.5.89 FD.5.1 FR.1.5 FR.1.2 XBB.2.3.13 XBB.2.3.4 XBB.2.3.10 XBB.2.3.15 XBB.2.3.11 XBB.2.3.12 CH.1.1.20 CH.1.1.32 DS.2 DS.1 XBB.1.34.2 GR.1 FD.3 GV.1 BF.24 EP.1.1 XBF.7 DV.4 CH.1.1.22 FS.1 FJ.1 CH.1.1.6 JC.6 JW.1 FW.1.1 FE.1.1.4 FE.1.1.5 FE.1.1.2 FE.1.1 FP.2.1 XBB.1.47.1 GA.10.1 GA.7.2 GA.2 JC.2 JC.4 JC.3 JC.1 GA.5 GA.7 XBB.1.41.3 FE.1.2 GW.2 GW.3 XAL XAQ XCG XBB.1.31.2 GA.4 GA.10 GA.9 GA.3 GA.6 GA.8 EK.1 EK.3 GC.1 HZ.2 HZ.3 XBB.1.5.44 XBB.1.5.29 HQ.1 XBB.1.5.27 FT.1 FH.1 HT.1 XBB.1.5.109 XBB.1.5.85 EU.1.1 EK.2 XBB.1.5.60 FD.2 FT.3 FT.4 XBB.1.5.46 XBB.1.5.5 HJ.1 GG.1 XBB.1.5.58 HA.1 HA.2 XBB.1.5.42 FD.5 FD.4 HT.2 XBB.1.5.81 GP.1 GP.3 CH.1.1.13 CH.1.1.14 CH.1.1.2 CH.1.1.21 BN.1.3.13 XBB.1.34 EP.2 CV.1 XBF CH.1.1.5 CH.1.1.23 CH.1.1.8 CH.1.1.12 CH.1.1.31 CJ.1.3 CJ.1.1 CJ.1.2 GQ.1 CH.1.1.19 CH.1.1.17 GP.2 CH.1.1.15 XBB.1.44.1 FP.1 FP.4 FP.2 XBB.1.33 GW.4 EP.1 XBK.1 EL.1 XBB.1.24.3 XBB.1.31 GA.1 XBB.1.41.1 XBB.1.4.2 FE.1 XBB.1.14.1 FG.1 EU.1 FZ.1.1 EK.4 GC.2 XBB.1.5.68 XBB.1.5.54 XBB.1.5.102 XBB.1.5.20 XBB.1.5.74 XBB.1.5.78 XBB.1.5.48 XBB.1.5.83 XBB.1.5.84 XBB.1.5.88 XBB.1.5.25 XBB.1.5.19 XBB.1.5.61 XBB.1.5.15 XBB.1.5.49 XBB.1.5.77 XBB.1.5.65 XBB.1.5.37 XBB.1.5.76 BR.5.1 XBB.8.1 XBB.6.1 XBN XBB.1.15.1 XBB.1.5.87 GF.1 XBB.1.5.80 CH.1.1.25 CH.1.1.24 CH.1.1.4 FR.1 FR.2 DS.3 BN.1.3.11 XBY XBB.1.5.82 XBB.1.5.34 XBB.1.5.51 XBB.1.24.1 XBB.1.17.1 XBB.1.41 FP.3 XBB.1.43.1 XBB.1.5.13 XBB.1.5.21 HS.1 XBB.1.5.93 XBB.1.5.97 XBB.1.5.98 XBB.1.5.99 XBB.1.5.71 EM.1 XBB.1.5.38 HY.1 JZ.1 FG.3 FG.2 FZ.2 FZ.1 XBB.1.5.6 XBB.1.5.39 XBB.1.5.56 XBB.1.5.17 XBB.1.5.9 XBB.1.5.32 XBB.1.5.101 XBB.1.5.64 EJ.3 EJ.1 EJ.2 XBB.2.3 XBB.2.11.1 XBB.2.6.3 XBB.2.10 XBB.3.2 BN.1.4.1 BN.1.3.3 BN.1.3.6 BN.1.3.5 BN.1.3.7 BN.1.3.12 BN.1.3.2 BN.1.3.10 CH.1.1.11 CH.1.1.10 CH.1.1.26 BN.3.1 BN.1.5.1 BN.1.5.2 BN.1.2.5 BN.1.2.1 XBB.1.37.1 XBB.1.19.1 XM BM.1.1.2 CV.2 XBQ XBK CH.1.1.28 XBB.1.5.40 XBB.1.5.36 XBB.1.5.12 XBB.1.5.28 XBB.1.5.62 XBB.1.5.30 XBB.1.5.2 XBB.1.5.18 XBB.1.5.47 XBB.1.5.92 XBB.1.5.66 XBB.1.5.63 XBB.1.5.4 XBB.1.5.104 XBB.1.5.52 XBB.1.5.95 XBB.1.5.75 XBB.1.5.35 XBB.1.5.100 XBB.1.5.33 XBB.1.5.107 XBB.1.5.16 XBB.1.5.11 XBB.1.5.26 XBB.4.1 XBB.1.5.45 XBB.1.5.86 XBB.1.5.59 XBB.1.5.67 XBB.1.5.1 XBB.1.5.7 XBB.1.5.79 CH.1.1.27 CH.1.1.3 CH.1.1.7 CH.1.1.1 BN.1.4.4 BN.1.4.2 BN.1.4.3 BN.1.3.4 XBB.1.21 XBB.1.27 XBB.1.19 DF.1.1 BM.1.1.5 BM.1.1.3 CJ.1 CH.3.1 FW.1 FW.2 XBB.1.4.1 XBB.1.14 XBB.1.11.1 XBB.1.6 XBB.1.36 XBB.1.13.1 XBB.1.5.3 XBB.1.5.55 XBB.1.5.31 XBB.1.5.14 XBB.1.24 XBB.1.47 XBB.1.17.2 FW.3 XBB.1.28.1 XBB.1.18.1 XBB.1.44 XBB.1.29 XBB.1.11 XBB.1.38.1 XBB.1.12 XBB.1.40 XBB.1.5.23 XBB.1.30 XBB.1.32 XBB.1.35 XBB.1.46 XBB.1.39 XBB.1.1 XBB.1.17 XBB.8.2 XBB.3.1 XBB.3.3 XBB.3.4 XBB.1.5.110 XBB.1.5.22 XBB.1.5.24 XBB.1.5.43 BN.1.3.1 BN.1.3.9 BN.1.3.8 XBB.2.9 XBB.2.7.1 XBB.2.6.1 XBB.2.6.2 XBB.2.1 XBB.1.5 XBB.1.28 XBB.1.4 XBB.1.18 XBB.1.45 XBB.1.8 XBB.1.43 XBB.1.37 BN.1.2.3 BN.1.2.4 BN.1.4.5 BR.2.1 XBB.2.6 XBB.3.5 XBB.1.10 XBB.1.15 BL.6 BM.1.1.4 CH.3 CH.1.1 XBU BN.1.11 BN.1.2.2 BN.1.2.6 XBB.1.48 XBB.1.20 CL.1.1 CL.1.2 CL.1.3 BW.1.1.1 BW.1.1.2 CA.7 XBB.8 XBB.3 XBB.6 XBB.4 XBB.9 XBB.1.3 XV DE.2 BR.1.1 BR.4 BR.5 BR.3 XBB.2.4 XBB.2.7 XBB.2.11 XBB.2.8 CH.1 BN.3 BN.1.8 BN.1.6 BN.1.9 BN.1.2 BR.2 BR.1.2 XBB.1.13 XBB.1.38 DJ.1.1.1 BW.1.2 BW.1.1 BY.1.2.1 XBH BM.1.1.1 BA.2.75.2 BM.4.1.1 BN.1 XBB XJ CL.1 BA.5.1.31 BA.5.10.1 BN.1.4 BN.1.3 BR.1 XBB.2 XBB.1 BA.5.1.32 BA.5.1.18 BW.1 BL.1.2 BL.1.4 BM.1.1 CH.2 BM.2.1 BN.1.10 BN.1.7 BN.1.5 DF.1 BA.5.12 BY.1.1.1 CA.4 CA.2 CA.6 BL.2.1 BL.1.5 BM.5 BM.2 BN.6 BA.2.75.8 BA.2.75.9 XY XAF BA.5.1.37 BT.1 CU.1 XAV BA.5.10 BY.1 BL.1 BM.1 BM.4 BM.2.2 BM.2.3 BN.4 BA.2.75.4 CB.1 XE DJ.1.3 DJ.1.1 BA.5.6.4 BY.1.1 BY.1.2 BL.4 BL.2 BL.3 BL.1.3 BM.4.1 BA.5.1.33 BA.5.7 BA.5.8 BA.2.75 BA.5.1.1 BA.5.1.19 BA.5.1.10 BA.5.1.25 DJ.1 BA.5.1.27 BA.5.1.29 BA.5.1.7 DL.1 DE.1 BA.5.1.8 BA.5.1.26 BA.2.75.1 BA.2.75.7 BA.2.75.3 BA.2.75.5 BA.2.75.10 XH BA.5.1.20 BK.1 BA.5.1.9 BA.5.1.21 XAN BA.5.1.4 BA.5.6.3 BA.5.6.1 BA.5.6.2 BA.2.75.6 BA.5.11 BG.2 BJ.1 XW BA.5.1 XAZ BA.5.3.3 BA.5.3.2 BA.5.1.35 BA.5.1.34 BA.5.1.12 BA.5.1.14 BA.5.1.24 BA.5.1.17 BA.5.1.22 BA.5.6 BA.5.5.1 BA.5.5.2 BA.5.3.5 BA.5.9 BA.5.1.2 BA.5.1.30 BA.5.1.3 BA.5.1.23 BA.5.1.6 BA.5.1.15 BA.5.1.11 BA.5.1.28 BA.5.1.16 BA.5.1.5 DH.1 BA.5.5.3 BA.2.38.2 BA.2.76.1 BA.2.10.4 XT XAD XZ BA.2.38.4 BG.5 XAB XAA XG BH.1 XAJ BG.1 BG.6 XAE XR XAR XU BA.5 BA.2.9.7 XQ XN XAG BA.5.3.4 XAU XL BA.5.5 BA.5.3 BG.7 BA.2.9.1 XAM BA.2.21 BA.2.35 BA.2.83 BA.2.39 BA.2.47 BA.2.13 BA.2.9.5 BA.2.9.2 BA.2.60 BA.2.44 BA.2.25.1 BA.2.22 BA.2.48 BA.2.42 BA.2.82 BA.2.12.1 BA.2.9.6 BA.2.9.4 BA.2.80 BA.2.2.1 BA.2.74 BA.2.12.2 BA.2.79.1 BA.2.70 XAK XAP XAH BA.2.77 XAS BA.2.38.3 BA.2.38.1 BA.2.13.1 BA.2.25 BA.2.52 BA.2.71 BA.2.34 BA.2.14 BA.2.31.1 BA.2.55 BA.2.67 BA.2.56.1 XF BA.2.69 BA.2.36 BA.2.9 BA.2.7 BA.2.6 BA.2.51 BA.2.76 BA.2.79 BA.2.66 BA.2.78 BA.2.43 BA.2.20 BA.2.40.1 BA.2.54 BA.2.9.3 BA.2.45 BA.2.49 BA.2.81 BA.2.2 BA.2.15 BA.2.19 BA.2.23.1 BA.2.30 BA.2.41 BA.2.8 BA.2.72 BA.2.1 BA.2.31 BA.2.23 BA.2.24 BA.2.61 BA.2.33 BA.2.11 BA.2.28 BA.2.40 BA.2.62 BA.2.63 BA.2.50 BA.2.12 BA.2.73 BA.2.68 BA.2.17 BA.2.37 BA.2.10.1 BA.2.10.2 BA.2.10.3 BA.2.26 BA.2.32 BA.2.87 BA.2.16 BA.2.18 BA.2.64 BA.2.38 BA.2.57 BA.1.5 BA.1.6 BA.1.7 BA.1.12 BA.1.10 BA.3 BA.1 B.1.1.529 BA.1.18 BA.1.17 BA.1.16 BA.1.13 BA.1.14 BA.1.9 BA.1.19 BA.1.21 BA.1.17.2 BA.1.17.1 BA.1.14.2 BA.1.14.1 BA.1.3 BA.1.21.1 BA.3.1 BA.1.1 BA.1.8 BA.1.15 BA.1.13.1 BA.1.23 BA.1.2 BA.1.1.1 BA.1.20 BA.1.22 GJ.1.2.5 GJ.1.2.6 HH.2.1 GK.4 GK.2.2 DV.7.1 DV.7.2 GE.1.2 GJ.1.2.7 GK.3.2 GK.2.3 DV.7.1.8 GS.4.1.1 GS.6 JE.1 GJ.1.2.8 DV.7.1.3 GE.1.2.1 GJ.1.2.4 GK.2.1 GK.2.4 DV.7.1.1 DV.7.1.9 DV.7.1.4 JV.2 JV.1 JE.1.1.1 GK.2.1.1 DV.7.1.7 JE.1.1 DV.7.1.6 DV.7.1.2	0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607 0.00111607	2.09E-10	0
ENV-COV-22-92.tsv	[]			5.43E-12	0
ENV-COV-22-93.tsv	[('Omicron', 0.9953486127535116)]	BA.2.15 BA.5.5 BA.4.8 BA.5	0.57537151 0.20408159 0.19255986 0.02333565	4.567411329	76.00575193
ENV-COV-22-94.tsv	[('Omicron', 0.9993149210860589)]	BA.4.8 BA.2.87 BA.4 BA.4.1.4 BA.2.27	0.42149594 0.33153564 0.24365585 0.00151515 0.00111235	5.02902059	84.65371367
ENV-COV-22-95.tsv	[]			1.95E-12	0
ENV-COV-22-96.tsv	[('Omicron', 0.9999999985734672)]	XAR BA.4.6 XN BA.4.1.6 BA.4.1.9 BA.4.1.5 BA.4.1.1 BA.4.1 BA.4 BA.4.8 XAS BA.2.44 BA.2.22 BA.2.13 BA.2.45 BA.2.15 BA.2.23.1 BA.2.40.1 BA.2.56.1 BA.2.36 BA.2.51 BA.2.71 BA.2.34 BA.2.14 BA.2.31.1 BA.2.55 BA.2.32 BA.2.87 BA.2.16 BA.2.18 BA.2.85 BA.2.11 BA.2.40 BA.2.63 BA.2.1 BA.2.31 BA.2.23 BA.2.24 BA.2.3 BA.2.27 BA.2.65 BA.2.5 BA.2.4 BA.2.56 BA.2	0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222 0.02222222	2.367908734	30.43172926
ENV-COV-22-98.tsv	[]			1.29E-12	0
ENV-COV-22-99.tsv	[('Omicron', 0.9984342956700781)]	BA.4 BA.4.1	0.75971921 0.23871508	4.779693282	92.60609303
ENV-COV-23-0696.tsv	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.6441396367551955), ('XBB* (XBB.X)', 0.24377122462024217), ('XBB.1.9.1* [Omicron (XBB.1.9.1.X)]', 0.06368777446335876), ('BA.2.86* (BA.2.86X)', 0.04330977762754112)]	JB.2 XBB.1.5.81 JC.3 HS.1 XBB.1.5.91 FL.35.1 BA.2.86.1 JC.2 XBB.2.9 JB.1.1 FL.33.1	0.27716842 0.21153800 0.19071577 0.08260110 0.06239951 0.05713790 0.04330978 0.02691030 0.02614515 0.01043260 0.00654987	14.32570426	96.41841956
ENV-COV-23-0697.tsv	[('BA.2.86* (BA.2.86X)', 0.9986039545082064)]	JN.5 JN.9 BA.2.86.1 BA.2.86.2 BA.2.86	0.19972079 0.19972079 0.19972079 0.19972079 0.19972079	13.34907572	51.5500117
ENV-COV-23-0699.tsv	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.5853948772713122), ('XBB* (XBB.X)', 0.22262885798390705), ('BA.2.86* (BA.2.86X)', 0.14922995541030568), ('Omicron', 0.035546156851199585)]	JB.2 JC.4 BA.2.86.2 XBB.1.5.40 BA.2.86.3 JC.2 JC.5 BA.2.86 BA.2.38.3 XBB.1.41.3 JW.1.1 XBB.1.5.84 BA.2.16 JW.1 XBB.1.5.81 BA.2.1	0.52440000 0.12480703 0.08324380 0.04361690 0.04177710 0.02864292 0.02724800 0.02420906 0.02413650 0.02340260 0.01520650 0.01427720 0.00902263 0.00332180 0.00310078 0.00238703	13.63009958	98.92987326
