	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-0784.tsv
summarized	[('Omicron', 0.6637118902960454), ('XBB* (XBB.X)', 0.3281145451619926)]
lineages	BA.2.79.1 XBB
abundances	0.66371189 0.32811455
resid	10.986823397910157
coverage	62.318162057318666
