	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-23-0716.tsv
summarized	[('XBB.1.5* [Omicron (XBB.1.5.X)]', 0.9986330709014759)]
lineages	JB.2.1 XBB.1.5.53 JB.2 JB.1
abundances	0.24965827 0.24965827 0.24965827 0.24965827
resid	0.21627438648025973
coverage	13.500317693876868
