	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV-NIC-22-0794.tsv
summarized	[('Omicron', 0.9961168553800244)]
lineages	BE.7 BA.4.1.8 BE.13 BE.8 BA.5.11 BA.5 BF.33 BA.5.2.6
abundances	0.56437353 0.16137100 0.07362770 0.07328110 0.06341147 0.03318700 0.01937050 0.00749455
resid	11.08713519876336
coverage	97.40828679396716
