	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0179.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.999245043018176)]
lineages	BA.2.86
abundances	0.99924504
resid	12.726128619996091
coverage	77.74805203491289
