	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0181.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.9990147779965369)]
lineages	BA.2.86.3 JN.11 JN.1.4
abundances	0.46787000 0.29909800 0.23204678
resid	8.083209557166837
coverage	92.4021001237334
