	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0157.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.9995263389669989)]
lineages	BA.2.86 JN.1 JN.1.18 BA.2.86.1 JN.10
abundances	0.66439300 0.10782875 0.10344800 0.08214400 0.04171258
resid	11.318610188945842
coverage	94.41193191318597
