	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0201.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.9992248059983196)]
lineages	BA.2.86 JN.1.16 JN.1.10 JN.1
abundances	0.73643400 0.08759694 0.08759694 0.08759694
resid	9.35264316224392
coverage	89.69334180517005
