	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0205.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.999248889202245)]
lineages	BA.2.86.3 BA.2.86.2 BA.2.86 JN.10 JN.1 JN.1.6.1 JN.1.12 JN.1.18 JN.1.3 JN.1.6 JN.1.16
abundances	0.26648900 0.18817247 0.18817247 0.14394870 0.03035232 0.03035232 0.03035232 0.03035232 0.03035232 0.03035232 0.03035232
resid	6.689803079287676
coverage	60.48222586362572
