	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0240.tsv
summarized	[('Omicron', 0.5890574329643837), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.15329978275917364), ('CH.1.1* [Omicron (CH.1.1.X)]', 0.09415262248201216), ('BA.2.86* (BA.2.86X)', 0.07242509421693243), ('XBB.2.3* (XBB.2.3X)', 0.07001092440970134), ('Other', 0.019313358457848644)]
lineages	BA.2 XDD.1.1 XDD.2 XDD.1 XDD XDR JV.2 KG.2 JV.1 DV.7.1.7 DV.7.1.6 DV.7.1.2 DV.7.1.3 GE.1.2.1 XDK XDP KG.1 DV.7.1.1 DV.7.1.9 DV.7.1.4 KP.1 XDN DV.7.1.8 DV.7.1.5 FK.1.3.2 GS.4.1.1 HH.2.1 BA.2.31.1 BA.2.55 BA.2.26 BA.2.32 BA.2.87 BA.2.16 BA.2.18 BA.2.64 BA.2.7 BA.2.6 BA.2.51 BA.2.25 BA.2.52 BA.2.71 BA.2.34 BA.2.14 BA.2.43 BA.2.20 BA.2.40.1 BA.2.54 BA.2.56.1 BA.2.69 BA.2.36 BA.2.9 BA.2.3.1 BA.2.3.5 BA.2.3.16 BA.2.3.10 BA.2.3.11 BA.2.3.9 BA.2.3.2 BA.2.3.13 FK.1.4 FK.1.2.1 GS.7 GS.1 GJ.6 GJ.2 JY.1 HH.8 JN.1.12 XBF.1.1 DV.6.2 DV.6.1 DV.8 DV.1.1 DV.3.1 JP.1.1 GM.1 HH.3 HH.2 HH.6 JN.1.4.1 JN.1.4.3 JN.1.6.1 JN.1.19 JN.1.13 JN.1.5 JN.1.17 FK.1.4.1 FK.1.1 GS.4 GM.2 GM.3 XBB.2.3.18 GS.5 GS.3 JU.1 GJ.7 GJ.3 GJ.4 XBB.2.3.9 DV.5 DV.7 DV.3 FK.1.2 FR.1.3 FR.1.1 FR.1.4 XBB.2.3.17 JN.1.8 JN.1.15 JN.1.21 JN.1.10 JN.1.3 JN.1.2 XDT XDQ HH.4 JN.1.4 JN.1.18 JN.1.1 JN.1.6 JN.1.16 JN.1.9 JN.1.20 XBF.6 XBF.10 XBF.1 XBF.2 CJ.1.3.2 FR.1.5 FR.1.2 XBB.2.3.13 XBB.2.3.22 GZ.1 GE.1 XBB.2.3.20 XBB.2.3.5 XBB.2.3.19 XBB.2.3.2 XBF.5 CJ.1.3.1 DV.6 DV.1 DV.2 JP.1 XBD JA.1 XBB.2.3.16 XBB.2.3.1 HH.7 XBV JN.2.2 JN.1 XBF.4 XBF.3 XBF.7.1 CH.1.1.9 DS.2 DS.1 XBR JN.10 JN.2.1 JN.2.3 JN.12 GQ.1.1 DV.4 FS.1 FJ.1 CH.1.1.6 CH.1.1.20 CH.1.1.32 FK.1 JN.7 JN.3.1 JN.3.2 JN.2.4 BF.24 XCN XBF.7 CH.1.1.18 XBB.2.3.4 XBB.2.3.10 XBB.2.3.11 XBB.2.3.12 XBB.2.3.3 XBB.2.3.6 XBB.2.3.14 XBB.2.3.7 JN.8 JQ.1 DG.1 EP.1 XBK.1 CJ.1.3 CJ.1.1 CJ.1.2 BN.1.3.13 XCA JN.11 JN.3 JN.2 JN.5 JN.6 JN.9 CH.1.1.8 CH.1.1.12 CH.1.1.31 GP.1 CH.1.1.13 CH.1.1.14 CH.1.1.2 CH.1.1.21 JN.2.5 EP.2 CV.1 XBF CH.1.1.5 CH.1.1.16 CH.1.1.30 CH.1.1.23 XBQ XBK CH.1.1.11 CH.1.1.10 CH.1.1.26 BN.3.1 BN.1.5.1 BN.1.5.2 BA.2.86.4 BA.2.86.5 BA.2.86.3 CK.2.1.1 DB.1 XDH BM.1.1.2 CV.2 FR.1 FR.2 DS.3 BN.1.3.11 XBY BR.5.1 XBS JN.4 GQ.1 CH.1.1.19 CH.1.1.17 GP.2 CH.1.1.15 CH.1.1.29 CH.1.1.24 CH.1.1.4 CH.1.1.7 CH.1.1.1 BN.1.2.8 BN.1.4.2 BN.1.4.3 BN.1.3.4 BN.1.3.1 BN.1.3.9 XBM CQ.1.1 CA.5 BM.1.1.5 BM.1.1.3 CJ.1 CH.1.1.27 CH.1.1.3 EJ.1 EJ.2 XBB.2.3 BA.2.86.1 BA.2.86.2 DF.1.1 CP.8.1 CP.7 BN.1.2.1 BN.1.4.1 BN.1.3.6 BN.1.3.5 BN.1.3.7 BN.1.3.12 BN.1.3.2 BN.1.3.10 BM.1.1.4 CH.1.1 XBU BN.1.11 BN.1.1.1 BN.1.2.2 BN.1.2.3 BN.1.2.4 BF.7.14.2 BF.7.14.4 BF.7.14.7 BF.11.2 CQ.2 CA.1 CA.3.1 BL.6 CK.1.1.1 CK.1.4 CK.1.5 CR.1.3 XCB BF.7.14.1 BF.7.14.3 BF.7.14.6 BN.1.3.8 BA.2.86 CL.1.1 CL.1.2 CL.1.3 DY.1.1 CP.1.1 CK.1.1.2 BN.1.6 BN.1.1 BN.1.9 BN.1.2 BR.2 BR.1.2 BR.1.1 BR.4 BF.11.5 CQ.1 BY.1.2.1 XBH BM.1.1.1 CH.1 BN.3 BN.1.8 CK.1.2 BA.5.2.63 CR.1.2 DB.2 BF.1.1 BF.5.1 BF.7.14.5 BF.42 BN.1.4.5 BR.2.1 DJ.1.1.1 BA.5.1.38 DY.2 DY.3 CP.8 DQ.1 BA.5.12 BY.1.1.1 CA.4 CA.2 CA.6 CA.3 BL.2.1 BL.1.5 BA.5.2.14 BA.5.2.25 BV.1 BF.5.5 BF.7.16.1 BF.7.4.3 BE.4.1.1 BE.9 CP.1.2 CN.2 CK.1.3 BZ.1 BA.5.2.58 CD.2 CY.1 BA.5.2.35 BR.5 BR.3 DJ.1.2 DE.2 DF.1 DY.4 DY.1 CP.1.3 CK.2.1 CK.1.1 CK.3 BA.5.2.43 BZ.2 BA.5.2.45 BA.5.2.32 CD.1 CG.1 BA.5.2.48 CP.2 CP.3 CP.6 CN.1 BA.5.2.60 BA.5.2.51 BN.1.5 BN.1.4 BN.1.3 BR.1 BA.5.1.32 BA.5.1.18 XBT XBG BL.1.2 BL.1.4 BM.1.1 CH.2 BM.6 BM.2.1 BN.1.10 BN.1.7 BA.5.2.50 BA.5.2.29 BA.5.2.61 BA.5.2.54 BA.5.2.47 CF.1 CK.2 BV.2 BA.5.10.1 XBE BA.5.2.5 BA.5.2.53 CE.1 CP.4 CP.1 CP.5 BF.7.13.2 BE.4.1 BA.2.75.2 BL.1.1 BM.4.1.1 BN.1 BN.2.1 CL.1 BA.5.2.34 BA.5.2.7 BU.1 BF.22 BF.34 BF.13 BF.21 BF.7.14 BY.1.1 BY.1.2 BL.4 BL.2 BL.3 BL.5 BL.1.3 BM.4.1 BF.7.11 BF.7.27 BF.7.9 BF.7.2 BF.7.13.1 BF.11.3 BF.41.1 BE.4.2 BA.5.2.52 BA.5.2.46 BA.5.2.30 BA.5.2.40 BF.3.1 BF.5 BF.10.1 BF.7.17 CK.1 BA.5.2.3 CT.1 DA.1 CR.2 CR.1 BA.5.2.41 BA.5.2.37 BA.5.2.31 BA.5.2.36 BA.5.2.55 BA.5.2.56 BA.5.2.11 BA.5.2.38 BA.5.2.57 BA.5.2.18 BA.5.2.62 BA.5.2.6 BA.5.2.21 BA.5.2.28 BA.5.2.27 BA.5.2.24 BA.5.2.22 BA.5.2.19 BT.2 CU.1 EQ.1 EB.1 XAV BA.5.10 BA.5.2.23 BA.5.2.33 BM.2.2 BM.2.3 BN.4 BA.2.75.4 XE DJ.1.3 DJ.1.1 BT.1 BY.1 BL.1 BM.1 BM.4 BM.5 BM.3 BM.2 BN.6 BF.7.3 BF.7.13 BF.7.4 BF.11.1 BF.11.4 BF.31.1 BF.19 BE.13 BF.15 BF.20 BF.1 BF.36 BF.35 BF.32 BF.7.15 BF.7.22 BA.5.2.12 BA.5.2.44 BA.5.2.16 BA.5.2.20 BA.5.2.59 BF.25 BF.16 BF.29 BF.7.16 BF.7.10 BF.7.19 BF.7.7 BF.7.6 BF.7.26 BF.7.18 BF.7.12 BF.37 BF.38.2 BF.7.1 BF.7.20 BF.7.21 BF.7.23 BF.7.8 BF.7.24 XAN BA.5.2.10 BA.5.2.8 BF.27 BF.3 BF.23 BF.10 BF.40 BN.2 BN.5 BA.2.75.8 XY XAF BA.5.1.37 BA.5.1.9 BA.5.1.21 BF.33 BF.38.1 BF.38.3 BF.7 BF.30 BF.17 BE.5 BE.2 BA.5.1.8 BA.5.1.26 BA.5.1.33 BA.5.2.26 BA.5.2.2 BF.28 BF.2 BF.26 XH BA.5.1.20 BA.5.1.36 BK.1 DJ.1 BA.5.1.29 DL.1 DE.1 BF.11 BE.12 BA.2.75.6 BA.2.75.1 BA.2.75.7 BA.2.75.3 BA.2.75.5 BA.2.75.10 BF.6 BF.18 BF.8 BF.12 BA.5.5.3 BA.5.5.1 BA.5.5.2 BA.5.3.5 DH.1 BA.5.2.9 BA.5.2.4 BF.38 BF.39 BF.4 BF.41 BF.31 BA.5.1.19 BA.5.1.10 BA.5.1.25 BA.5.1.6 BA.5.1.15 BA.5.1.11 BA.5.1.28 BA.5.1.16 BE.3 BE.8 BE.6 BE.7 BA.5.7 BA.5.8 BA.2.75 BA.5.1.1 BA.5.3.3 BA.5.3.2 BA.5.3.4 BA.5.3.1 BA.4.6.3 DC.1 XL BA.5.5 BA.5.11 BA.4.6.2 CS.1 BG.2 XW BA.5.1 BA.5.2 XAZ BA.5.1.35 BA.5.1.34 BA.5.1.12 BA.5.1.14 BA.5.1.24 BA.5.1.17 BA.5.1.22 BA.5.2.1 BE.4 BE.11 BA.5.9 BA.4.1.11 BA.5.1.2 BA.5.1.30 BA.5.1.3 BA.5.1.23 XAA XG BA.4.4 BA.4.1.6 BA.4.1.4 BA.4.1.9 BA.4.1.5 BA.4.1.1 XAR XU BA.5 BA.4.6 BA.4.3 BG.4 XN XAG BA.2.9.1 XAM BA.4.5 BA.4.7 BA.4.1.3 XAC XAT XR BA.5.3 BA.4.6.1 BA.4.6.4 BA.4.6.5 BA.4.1.10 BA.4.1.8 BA.4.1.2 BG.7 BA.2.9.4 BA.2.53 BA.2.80 BA.2.2.1 BA.2.74 BA.2.3.15 BA.2.3.7 BA.2.3.4 BA.4.8 XAS BA.2.38.3 BA.2.38.1 BA.2.3.19 DD.1 BA.2.13.1 BA.2.9.6 XZ BA.4 BA.2.38.4 BG.5 BA.2.76.2 XAP XAH BA.2.77 BH.1 XAJ XAE BA.4.1 BG.3 BA.2.76.1 XT XAD BA.2.2 BA.2.15 BA.2.19 BA.2.23.1 BA.2.59 BA.2.76 BA.2.66 BA.2.78 BA.2.39 BA.2.47 BA.2.13 BA.2.9.5 BA.2.9.2 BA.2.9.3 BA.2.45 BA.2.49 BA.2.3.6 BA.2.3.14 BA.2.3.21 BA.2.3.18 BA.2.3.17 BA.2.3.12 BA.2.35 BA.2.46 BA.2.3.22 BA.2.70 BA.2.60 BA.2.44 BA.2.25.1 BA.2.42 BA.2.12.1 BA.2.21 BA.2.27 BA.2.58 BA.2.65 BA.2.29 BA.2.5 BA.2.4 BA.2.56 JN.1.11.1 BA.2.41 BA.2.8 BA.2.72 BA.2.1 BA.2.31 BA.2.23 BA.2.24 BA.2.3 BA.2.33 BA.2.11 BA.2.28 BA.2.40 BA.2.62 BA.2.63 BA.2.50 BA.2.30 BA.2.38 BA.2.57 BA.2.12 BA.2.73 BA.2.17 BA.2.37 BA.2.85 BA.2.61 XBB.2.3.21 GS.7.1 HH.8.1 HH.1 JN.1.4.2 JN.1.7 JN.1.9.1 JN.1.14 JN.1.1.3 JN.1.1.2 JN.1.11 JN.1.23 JN.1.2.1 FK.1.5 GE.1.6 GE.1.1 FK.1.1.2 FK.1.3 FK.1.2.2 GS.4.1 XCJ JY.1.1 JN.1.1.1 JN.1.1.4 DV.7.1 DV.7.2 FK.1.3.1 GE.1.2 GM.3.1 HH.1.1 XCW FK.1.1.1
abundances	0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708 0.00120708
resid	0.0012637968838192567
coverage	2.618466374611243
