	/RAW/Depths_TSV_all_copy_B/TSV_all/TSV/ENV_COV_24_0225.tsv
summarized	[('BA.2.86* (BA.2.86X)', 0.9999999971762221)]
lineages	JN.1.1.4 JN.1.1.3 JN.1.1.2 JN.1.23 JN.1.17 JN.1.6.1 JN.1.19 JN.1.22 JN.1.12 JN.1.18 JN.1.1 JN.1.6 JN.1.16 JN.1.9 JN.1.20 JN.1.8 JN.1.15 JN.1.21 JN.1.10 JN.1 JN.10 JN.12 JN.11 JN.5 JN.6 JN.8 JQ.1 JN.4 BA.2.86.4 BA.2.86.3 BA.2.86.1 BA.2.86.2 BA.2.86
abundances	0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303 0.03030303
resid	0.22222200133856573
coverage	0.0
